claim_id,instance_id,shots,sim_seed,delta,p1_expected_cut,p2_expected_cut,margin,preserves_direction
L2-C3,er_n8_p0.3_seed3,512,4,0.05,3.576171875,3.60546875,0.029296875,0
L2-C1,er_n8_p0.3_seed3,512,5,0.0,3.5390625,3.6328125,0.09375,1
L2-C2,er_n8_p0.3_seed3,512,5,0.01,3.5390625,3.6328125,0.09375,1
L2-C3,er_n8_p0.3_seed3,512,5,0.05,3.5390625,3.6328125,0.09375,1
L2-C1,er_n8_p0.3_seed3,512,6,0.0,3.5234375,3.443359375,-0.080078125,0
L2-C2,er_n8_p0.3_seed3,512,6,0.01,3.5234375,3.443359375,-0.080078125,0
L2-C3,er_n8_p0.3_seed3,512,6,0.05,3.5234375,3.443359375,-0.080078125,0
L2-C1,er_n8_p0.3_seed3,512,7,0.0,3.453125,3.533203125,0.080078125,1
L2-C2,er_n8_p0.3_seed3,512,7,0.01,3.453125,3.533203125,0.080078125,1
L2-C3,er_n8_p0.3_seed3,512,7,0.05,3.453125,3.533203125,0.080078125,1
L2-C1,er_n8_p0.3_seed3,512,8,0.0,3.693359375,3.630859375,-0.0625,0
L2-C2,er_n8_p0.3_seed3,512,8,0.01,3.693359375,3.630859375,-0.0625,0
L2-C3,er_n8_p0.3_seed3,512,8,0.05,3.693359375,3.630859375,-0.0625,0
L2-C1,er_n8_p0.3_seed3,512,9,0.0,3.58984375,3.642578125,0.052734375,1
L2-C2,er_n8_p0.3_seed3,512,9,0.01,3.58984375,3.642578125,0.052734375,1
L2-C3,er_n8_p0.3_seed3,512,9,0.05,3.58984375,3.642578125,0.052734375,1
L2-C1,er_n8_p0.3_seed3,1024,0,0.0,3.501953125,3.541015625,0.0390625,1
L2-C2,er_n8_p0.3_seed3,1024,0,0.01,3.501953125,3.541015625,0.0390625,1
L2-C3,er_n8_p0.3_seed3,1024,0,0.05,3.501953125,3.541015625,0.0390625,0
L2-C1,er_n8_p0.3_seed3,1024,1,0.0,3.560546875,3.6396484375,0.0791015625,1
L2-C2,er_n8_p0.3_seed3,1024,1,0.01,3.560546875,3.6396484375,0.0791015625,1
L2-C3,er_n8_p0.3_seed3,1024,1,0.05,3.560546875,3.6396484375,0.0791015625,1
L2-C1,er_n8_p0.3_seed3,1024,2,0.0,3.5859375,3.5654296875,-0.0205078125,0
L2-C2,er_n8_p0.3_seed3,1024,2,0.01,3.5859375,3.5654296875,-0.0205078125,0
L2-C3,er_n8_p0.3_seed3,1024,2,0.05,3.5859375,3.5654296875,-0.0205078125,0
L2-C1,er_n8_p0.3_seed3,1024,3,0.0,3.4990234375,3.5908203125,0.091796875,1
L2-C2,er_n8_p0.3_seed3,1024,3,0.01,3.4990234375,3.5908203125,0.091796875,1
L2-C3,er_n8_p0.3_seed3,1024,3,0.05,3.4990234375,3.5908203125,0.091796875,1
L2-C1,er_n8_p0.3_seed3,1024,4,0.0,3.5751953125,3.6328125,0.0576171875,1
L2-C2,er_n8_p0.3_seed3,1024,4,0.01,3.5751953125,3.6328125,0.0576171875,1
L2-C3,er_n8_p0.3_seed3,1024,4,0.05,3.5751953125,3.6328125,0.0576171875,1
L2-C1,er_n8_p0.3_seed3,1024,5,0.0,3.5302734375,3.634765625,0.1044921875,1
L2-C2,er_n8_p0.3_seed3,1024,5,0.01,3.5302734375,3.634765625,0.1044921875,1
L2-C3,er_n8_p0.3_seed3,1024,5,0.05,3.5302734375,3.634765625,0.1044921875,1
L2-C1,er_n8_p0.3_seed3,1024,6,0.0,3.5595703125,3.5126953125,-0.046875,0
L2-C2,er_n8_p0.3_seed3,1024,6,0.01,3.5595703125,3.5126953125,-0.046875,0
L2-C3,er_n8_p0.3_seed3,1024,6,0.05,3.5595703125,3.5126953125,-0.046875,0
L2-C1,er_n8_p0.3_seed3,1024,7,0.0,3.515625,3.580078125,0.064453125,1
L2-C2,er_n8_p0.3_seed3,1024,7,0.01,3.515625,3.580078125,0.064453125,1
L2-C3,er_n8_p0.3_seed3,1024,7,0.05,3.515625,3.580078125,0.064453125,1
L2-C1,er_n8_p0.3_seed3,1024,8,0.0,3.5986328125,3.5634765625,-0.03515625,0
L2-C2,er_n8_p0.3_seed3,1024,8,0.01,3.5986328125,3.5634765625,-0.03515625,0
L2-C3,er_n8_p0.3_seed3,1024,8,0.05,3.5986328125,3.5634765625,-0.03515625,0
L2-C1,er_n8_p0.3_seed3,1024,9,0.0,3.5625,3.6044921875,0.0419921875,1
L2-C2,er_n8_p0.3_seed3,1024,9,0.01,3.5625,3.6044921875,0.0419921875,1
L2-C3,er_n8_p0.3_seed3,1024,9,0.05,3.5625,3.6044921875,0.0419921875,0
L2-C1,er_n8_p0.3_seed3,4096,0,0.0,3.53369140625,3.593505859375,0.059814453125,1
L2-C2,er_n8_p0.3_seed3,4096,0,0.01,3.53369140625,3.593505859375,0.059814453125,1
L2-C3,er_n8_p0.3_seed3,4096,0,0.05,3.53369140625,3.593505859375,0.059814453125,1
L2-C1,er_n8_p0.3_seed3,4096,1,0.0,3.56005859375,3.578857421875,0.018798828125,1
L2-C2,er_n8_p0.3_seed3,4096,1,0.01,3.56005859375,3.578857421875,0.018798828125,1
L2-C3,er_n8_p0.3_seed3,4096,1,0.05,3.56005859375,3.578857421875,0.018798828125,0
L2-C1,er_n8_p0.3_seed3,4096,2,0.0,3.578125,3.60205078125,0.02392578125,1
L2-C2,er_n8_p0.3_seed3,4096,2,0.01,3.578125,3.60205078125,0.02392578125,1
L2-C3,er_n8_p0.3_seed3,4096,2,0.05,3.578125,3.60205078125,0.02392578125,0
L2-C1,er_n8_p0.3_seed3,4096,3,0.0,3.54443359375,3.634521484375,0.090087890625,1
L2-C2,er_n8_p0.3_seed3,4096,3,0.01,3.54443359375,3.634521484375,0.090087890625,1
L2-C3,er_n8_p0.3_seed3,4096,3,0.05,3.54443359375,3.634521484375,0.090087890625,1
L2-C1,er_n8_p0.3_seed3,4096,4,0.0,3.540771484375,3.602783203125,0.06201171875,1
L2-C2,er_n8_p0.3_seed3,4096,4,0.01,3.540771484375,3.602783203125,0.06201171875,1
L2-C3,er_n8_p0.3_seed3,4096,4,0.05,3.540771484375,3.602783203125,0.06201171875,1
L2-C1,er_n8_p0.3_seed3,4096,5,0.0,3.53076171875,3.628173828125,0.097412109375,1
L2-C2,er_n8_p0.3_seed3,4096,5,0.01,3.53076171875,3.628173828125,0.097412109375,1
L2-C3,er_n8_p0.3_seed3,4096,5,0.05,3.53076171875,3.628173828125,0.097412109375,1
L2-C1,er_n8_p0.3_seed3,4096,6,0.0,3.55322265625,3.592041015625,0.038818359375,1
L2-C2,er_n8_p0.3_seed3,4096,6,0.01,3.55322265625,3.592041015625,0.038818359375,1
L2-C3,er_n8_p0.3_seed3,4096,6,0.05,3.55322265625,3.592041015625,0.038818359375,0
L2-C1,er_n8_p0.3_seed3,4096,7,0.0,3.560546875,3.609619140625,0.049072265625,1
L2-C2,er_n8_p0.3_seed3,4096,7,0.01,3.560546875,3.609619140625,0.049072265625,1
L2-C3,er_n8_p0.3_seed3,4096,7,0.05,3.560546875,3.609619140625,0.049072265625,0
L2-C1,er_n8_p0.3_seed3,4096,8,0.0,3.62646484375,3.606201171875,-0.020263671875,0
L2-C2,er_n8_p0.3_seed3,4096,8,0.01,3.62646484375,3.606201171875,-0.020263671875,0
L2-C3,er_n8_p0.3_seed3,4096,8,0.05,3.62646484375,3.606201171875,-0.020263671875,0
L2-C1,er_n8_p0.3_seed3,4096,9,0.0,3.55419921875,3.578857421875,0.024658203125,1
L2-C2,er_n8_p0.3_seed3,4096,9,0.01,3.55419921875,3.578857421875,0.024658203125,1
L2-C3,er_n8_p0.3_seed3,4096,9,0.05,3.55419921875,3.578857421875,0.024658203125,0
L2-C1,er_n8_p0.3_seed4,128,0,0.0,5.3828125,5.125,-0.2578125,0
L2-C2,er_n8_p0.3_seed4,128,0,0.01,5.3828125,5.125,-0.2578125,0
L2-C3,er_n8_p0.3_seed4,128,0,0.05,5.3828125,5.125,-0.2578125,0
L2-C1,er_n8_p0.3_seed4,128,1,0.0,5.2578125,5.234375,-0.0234375,0
L2-C2,er_n8_p0.3_seed4,128,1,0.01,5.2578125,5.234375,-0.0234375,0
L2-C3,er_n8_p0.3_seed4,128,1,0.05,5.2578125,5.234375,-0.0234375,0
L2-C1,er_n8_p0.3_seed4,128,2,0.0,5.3984375,5.46875,0.0703125,1
L2-C2,er_n8_p0.3_seed4,128,2,0.01,5.3984375,5.46875,0.0703125,1
L2-C3,er_n8_p0.3_seed4,128,2,0.05,5.3984375,5.46875,0.0703125,1
L2-C1,er_n8_p0.3_seed4,128,3,0.0,4.9921875,5.203125,0.2109375,1
L2-C2,er_n8_p0.3_seed4,128,3,0.01,4.9921875,5.203125,0.2109375,1
L2-C3,er_n8_p0.3_seed4,128,3,0.05,4.9921875,5.203125,0.2109375,1
L2-C1,er_n8_p0.3_seed4,128,4,0.0,5.3125,5.3515625,0.0390625,1
L2-C2,er_n8_p0.3_seed4,128,4,0.01,5.3125,5.3515625,0.0390625,1
L2-C3,er_n8_p0.3_seed4,128,4,0.05,5.3125,5.3515625,0.0390625,0
L2-C1,er_n8_p0.3_seed4,128,5,0.0,5.2421875,5.3203125,0.078125,1
L2-C2,er_n8_p0.3_seed4,128,5,0.01,5.2421875,5.3203125,0.078125,1
L2-C3,er_n8_p0.3_seed4,128,5,0.05,5.2421875,5.3203125,0.078125,1
L2-C1,er_n8_p0.3_seed4,128,6,0.0,5.5,5.2890625,-0.2109375,0
L2-C2,er_n8_p0.3_seed4,128,6,0.01,5.5,5.2890625,-0.2109375,0
L2-C3,er_n8_p0.3_seed4,128,6,0.05,5.5,5.2890625,-0.2109375,0
L2-C1,er_n8_p0.3_seed4,128,7,0.0,5.171875,5.2578125,0.0859375,1
L2-C2,er_n8_p0.3_seed4,128,7,0.01,5.171875,5.2578125,0.0859375,1
L2-C3,er_n8_p0.3_seed4,128,7,0.05,5.171875,5.2578125,0.0859375,1
L2-C1,er_n8_p0.3_seed4,128,8,0.0,5.2734375,5.2890625,0.015625,1
L2-C2,er_n8_p0.3_seed4,128,8,0.01,5.2734375,5.2890625,0.015625,1
L2-C3,er_n8_p0.3_seed4,128,8,0.05,5.2734375,5.2890625,0.015625,0
L2-C1,er_n8_p0.3_seed4,128,9,0.0,5.203125,5.375,0.171875,1
L2-C2,er_n8_p0.3_seed4,128,9,0.01,5.203125,5.375,0.171875,1
L2-C3,er_n8_p0.3_seed4,128,9,0.05,5.203125,5.375,0.171875,1
L2-C1,er_n8_p0.3_seed4,512,0,0.0,5.33984375,5.1953125,-0.14453125,0
L2-C2,er_n8_p0.3_seed4,512,0,0.01,5.33984375,5.1953125,-0.14453125,0
L2-C3,er_n8_p0.3_seed4,512,0,0.05,5.33984375,5.1953125,-0.14453125,0
L2-C1,er_n8_p0.3_seed4,512,1,0.0,5.294921875,5.228515625,-0.06640625,0
L2-C2,er_n8_p0.3_seed4,512,1,0.01,5.294921875,5.228515625,-0.06640625,0
L2-C3,er_n8_p0.3_seed4,512,1,0.05,5.294921875,5.228515625,-0.06640625,0
L2-C1,er_n8_p0.3_seed4,512,2,0.0,5.3203125,5.23046875,-0.08984375,0
L2-C2,er_n8_p0.3_seed4,512,2,0.01,5.3203125,5.23046875,-0.08984375,0
L2-C3,er_n8_p0.3_seed4,512,2,0.05,5.3203125,5.23046875,-0.08984375,0
L2-C1,er_n8_p0.3_seed4,512,3,0.0,5.18359375,5.203125,0.01953125,1
L2-C2,er_n8_p0.3_seed4,512,3,0.01,5.18359375,5.203125,0.01953125,1
L2-C3,er_n8_p0.3_seed4,512,3,0.05,5.18359375,5.203125,0.01953125,0
L2-C1,er_n8_p0.3_seed4,512,4,0.0,5.2890625,5.208984375,-0.080078125,0
L2-C2,er_n8_p0.3_seed4,512,4,0.01,5.2890625,5.208984375,-0.080078125,0
L2-C3,er_n8_p0.3_seed4,512,4,0.05,5.2890625,5.208984375,-0.080078125,0
L2-C1,er_n8_p0.3_seed4,512,5,0.0,5.34765625,5.19140625,-0.15625,0
L2-C2,er_n8_p0.3_seed4,512,5,0.01,5.34765625,5.19140625,-0.15625,0
L2-C3,er_n8_p0.3_seed4,512,5,0.05,5.34765625,5.19140625,-0.15625,0
L2-C1,er_n8_p0.3_seed4,512,6,0.0,5.279296875,5.296875,0.017578125,1
L2-C2,er_n8_p0.3_seed4,512,6,0.01,5.279296875,5.296875,0.017578125,1
L2-C3,er_n8_p0.3_seed4,512,6,0.05,5.279296875,5.296875,0.017578125,0
L2-C1,er_n8_p0.3_seed4,512,7,0.0,5.283203125,5.28515625,0.001953125,1
L2-C2,er_n8_p0.3_seed4,512,7,0.01,5.283203125,5.28515625,0.001953125,0
L2-C3,er_n8_p0.3_seed4,512,7,0.05,5.283203125,5.28515625,0.001953125,0
L2-C1,er_n8_p0.3_seed4,512,8,0.0,5.302734375,5.28515625,-0.017578125,0
L2-C2,er_n8_p0.3_seed4,512,8,0.01,5.302734375,5.28515625,-0.017578125,0
L2-C3,er_n8_p0.3_seed4,512,8,0.05,5.302734375,5.28515625,-0.017578125,0
L2-C1,er_n8_p0.3_seed4,512,9,0.0,5.171875,5.171875,0.0,0
L2-C2,er_n8_p0.3_seed4,512,9,0.01,5.171875,5.171875,0.0,0
L2-C3,er_n8_p0.3_seed4,512,9,0.05,5.171875,5.171875,0.0,0
L2-C1,er_n8_p0.3_seed4,1024,0,0.0,5.3525390625,5.2119140625,-0.140625,0
L2-C2,er_n8_p0.3_seed4,1024,0,0.01,5.3525390625,5.2119140625,-0.140625,0
L2-C3,er_n8_p0.3_seed4,1024,0,0.05,5.3525390625,5.2119140625,-0.140625,0
L2-C1,er_n8_p0.3_seed4,1024,1,0.0,5.3125,5.203125,-0.109375,0
L2-C2,er_n8_p0.3_seed4,1024,1,0.01,5.3125,5.203125,-0.109375,0
L2-C3,er_n8_p0.3_seed4,1024,1,0.05,5.3125,5.203125,-0.109375,0
L2-C1,er_n8_p0.3_seed4,1024,2,0.0,5.30078125,5.2197265625,-0.0810546875,0
L2-C2,er_n8_p0.3_seed4,1024,2,0.01,5.30078125,5.2197265625,-0.0810546875,0
L2-C3,er_n8_p0.3_seed4,1024,2,0.05,5.30078125,5.2197265625,-0.0810546875,0
L2-C1,er_n8_p0.3_seed4,1024,3,0.0,5.23828125,5.279296875,0.041015625,1
L2-C2,er_n8_p0.3_seed4,1024,3,0.01,5.23828125,5.279296875,0.041015625,1
L2-C3,er_n8_p0.3_seed4,1024,3,0.05,5.23828125,5.279296875,0.041015625,0
L2-C1,er_n8_p0.3_seed4,1024,4,0.0,5.2490234375,5.2265625,-0.0224609375,0
L2-C2,er_n8_p0.3_seed4,1024,4,0.01,5.2490234375,5.2265625,-0.0224609375,0
L2-C3,er_n8_p0.3_seed4,1024,4,0.05,5.2490234375,5.2265625,-0.0224609375,0
L2-C1,er_n8_p0.3_seed4,1024,5,0.0,5.2626953125,5.2529296875,-0.009765625,0
L2-C2,er_n8_p0.3_seed4,1024,5,0.01,5.2626953125,5.2529296875,-0.009765625,0
L2-C3,er_n8_p0.3_seed4,1024,5,0.05,5.2626953125,5.2529296875,-0.009765625,0
L2-C1,er_n8_p0.3_seed4,1024,6,0.0,5.2607421875,5.2783203125,0.017578125,1
L2-C2,er_n8_p0.3_seed4,1024,6,0.01,5.2607421875,5.2783203125,0.017578125,1
L2-C3,er_n8_p0.3_seed4,1024,6,0.05,5.2607421875,5.2783203125,0.017578125,0
L2-C1,er_n8_p0.3_seed4,1024,7,0.0,5.2919921875,5.2255859375,-0.06640625,0
L2-C2,er_n8_p0.3_seed4,1024,7,0.01,5.2919921875,5.2255859375,-0.06640625,0
L2-C3,er_n8_p0.3_seed4,1024,7,0.05,5.2919921875,5.2255859375,-0.06640625,0
L2-C1,er_n8_p0.3_seed4,1024,8,0.0,5.2900390625,5.2041015625,-0.0859375,0
L2-C2,er_n8_p0.3_seed4,1024,8,0.01,5.2900390625,5.2041015625,-0.0859375,0
L2-C3,er_n8_p0.3_seed4,1024,8,0.05,5.2900390625,5.2041015625,-0.0859375,0
L2-C1,er_n8_p0.3_seed4,1024,9,0.0,5.2529296875,5.23828125,-0.0146484375,0
L2-C2,er_n8_p0.3_seed4,1024,9,0.01,5.2529296875,5.23828125,-0.0146484375,0
L2-C3,er_n8_p0.3_seed4,1024,9,0.05,5.2529296875,5.23828125,-0.0146484375,0
L2-C1,er_n8_p0.3_seed4,4096,0,0.0,5.2802734375,5.215087890625,-0.065185546875,0
L2-C2,er_n8_p0.3_seed4,4096,0,0.01,5.2802734375,5.215087890625,-0.065185546875,0
L2-C3,er_n8_p0.3_seed4,4096,0,0.05,5.2802734375,5.215087890625,-0.065185546875,0
L2-C1,er_n8_p0.3_seed4,4096,1,0.0,5.270751953125,5.218994140625,-0.0517578125,0
L2-C2,er_n8_p0.3_seed4,4096,1,0.01,5.270751953125,5.218994140625,-0.0517578125,0
L2-C3,er_n8_p0.3_seed4,4096,1,0.05,5.270751953125,5.218994140625,-0.0517578125,0
L2-C1,er_n8_p0.3_seed4,4096,2,0.0,5.3056640625,5.2529296875,-0.052734375,0
L2-C2,er_n8_p0.3_seed4,4096,2,0.01,5.3056640625,5.2529296875,-0.052734375,0
L2-C3,er_n8_p0.3_seed4,4096,2,0.05,5.3056640625,5.2529296875,-0.052734375,0
L2-C1,er_n8_p0.3_seed4,4096,3,0.0,5.2744140625,5.30224609375,0.02783203125,1
L2-C2,er_n8_p0.3_seed4,4096,3,0.01,5.2744140625,5.30224609375,0.02783203125,1
L2-C3,er_n8_p0.3_seed4,4096,3,0.05,5.2744140625,5.30224609375,0.02783203125,0
L2-C1,er_n8_p0.3_seed4,4096,4,0.0,5.255859375,5.213134765625,-0.042724609375,0
L2-C2,er_n8_p0.3_seed4,4096,4,0.01,5.255859375,5.213134765625,-0.042724609375,0
L2-C3,er_n8_p0.3_seed4,4096,4,0.05,5.255859375,5.213134765625,-0.042724609375,0
L2-C1,er_n8_p0.3_seed4,4096,5,0.0,5.30419921875,5.272216796875,-0.031982421875,0
L2-C2,er_n8_p0.3_seed4,4096,5,0.01,5.30419921875,5.272216796875,-0.031982421875,0
L2-C3,er_n8_p0.3_seed4,4096,5,0.05,5.30419921875,5.272216796875,-0.031982421875,0
L2-C1,er_n8_p0.3_seed4,4096,6,0.0,5.2861328125,5.270751953125,-0.015380859375,0
L2-C2,er_n8_p0.3_seed4,4096,6,0.01,5.2861328125,5.270751953125,-0.015380859375,0
L2-C3,er_n8_p0.3_seed4,4096,6,0.05,5.2861328125,5.270751953125,-0.015380859375,0
L2-C1,er_n8_p0.3_seed4,4096,7,0.0,5.302490234375,5.267578125,-0.034912109375,0
L2-C2,er_n8_p0.3_seed4,4096,7,0.01,5.302490234375,5.267578125,-0.034912109375,0
L2-C3,er_n8_p0.3_seed4,4096,7,0.05,5.302490234375,5.267578125,-0.034912109375,0
L2-C1,er_n8_p0.3_seed4,4096,8,0.0,5.265625,5.247802734375,-0.017822265625,0
L2-C2,er_n8_p0.3_seed4,4096,8,0.01,5.265625,5.247802734375,-0.017822265625,0
L2-C3,er_n8_p0.3_seed4,4096,8,0.05,5.265625,5.247802734375,-0.017822265625,0
L2-C1,er_n8_p0.3_seed4,4096,9,0.0,5.2763671875,5.251708984375,-0.024658203125,0
L2-C2,er_n8_p0.3_seed4,4096,9,0.01,5.2763671875,5.251708984375,-0.024658203125,0
L2-C3,er_n8_p0.3_seed4,4096,9,0.05,5.2763671875,5.251708984375,-0.024658203125,0
L2-C1,er_n8_p0.4_seed0,128,0,0.0,1.984375,2.515625,0.53125,1
L2-C2,er_n8_p0.4_seed0,128,0,0.01,1.984375,2.515625,0.53125,1
L2-C3,er_n8_p0.4_seed0,128,0,0.05,1.984375,2.515625,0.53125,1
L2-C1,er_n8_p0.4_seed0,128,1,0.0,1.921875,2.25,0.328125,1
L2-C2,er_n8_p0.4_seed0,128,1,0.01,1.921875,2.25,0.328125,1
L2-C3,er_n8_p0.4_seed0,128,1,0.05,1.921875,2.25,0.328125,1
L2-C1,er_n8_p0.4_seed0,128,2,0.0,2.109375,2.3046875,0.1953125,1
L2-C2,er_n8_p0.4_seed0,128,2,0.01,2.109375,2.3046875,0.1953125,1
L2-C3,er_n8_p0.4_seed0,128,2,0.05,2.109375,2.3046875,0.1953125,1
L2-C1,er_n8_p0.4_seed0,128,3,0.0,1.8828125,2.1953125,0.3125,1
L2-C2,er_n8_p0.4_seed0,128,3,0.01,1.8828125,2.1953125,0.3125,1
L2-C3,er_n8_p0.4_seed0,128,3,0.05,1.8828125,2.1953125,0.3125,1
L2-C1,er_n8_p0.4_seed0,128,4,0.0,2.1328125,2.2890625,0.15625,1
L2-C2,er_n8_p0.4_seed0,128,4,0.01,2.1328125,2.2890625,0.15625,1
L2-C3,er_n8_p0.4_seed0,128,4,0.05,2.1328125,2.2890625,0.15625,1
L2-C1,er_n8_p0.4_seed0,128,5,0.0,2.0234375,2.46875,0.4453125,1
L2-C2,er_n8_p0.4_seed0,128,5,0.01,2.0234375,2.46875,0.4453125,1
L2-C3,er_n8_p0.4_seed0,128,5,0.05,2.0234375,2.46875,0.4453125,1
L2-C1,er_n8_p0.4_seed0,128,6,0.0,2.1484375,2.359375,0.2109375,1
L2-C2,er_n8_p0.4_seed0,128,6,0.01,2.1484375,2.359375,0.2109375,1
L2-C3,er_n8_p0.4_seed0,128,6,0.05,2.1484375,2.359375,0.2109375,1
L2-C1,er_n8_p0.4_seed0,128,7,0.0,2.0546875,2.25,0.1953125,1
L2-C2,er_n8_p0.4_seed0,128,7,0.01,2.0546875,2.25,0.1953125,1
L2-C3,er_n8_p0.4_seed0,128,7,0.05,2.0546875,2.25,0.1953125,1
L2-C1,er_n8_p0.4_seed0,128,8,0.0,2.0859375,2.265625,0.1796875,1
L2-C2,er_n8_p0.4_seed0,128,8,0.01,2.0859375,2.265625,0.1796875,1
L2-C3,er_n8_p0.4_seed0,128,8,0.05,2.0859375,2.265625,0.1796875,1
L2-C1,er_n8_p0.4_seed0,128,9,0.0,2.234375,2.4140625,0.1796875,1
L2-C2,er_n8_p0.4_seed0,128,9,0.01,2.234375,2.4140625,0.1796875,1
L2-C3,er_n8_p0.4_seed0,128,9,0.05,2.234375,2.4140625,0.1796875,1
L2-C1,er_n8_p0.4_seed0,512,0,0.0,2.056640625,2.302734375,0.24609375,1
L2-C2,er_n8_p0.4_seed0,512,0,0.01,2.056640625,2.302734375,0.24609375,1
L2-C3,er_n8_p0.4_seed0,512,0,0.05,2.056640625,2.302734375,0.24609375,1
L2-C1,er_n8_p0.4_seed0,512,1,0.0,1.966796875,2.251953125,0.28515625,1
L2-C2,er_n8_p0.4_seed0,512,1,0.01,1.966796875,2.251953125,0.28515625,1
L2-C3,er_n8_p0.4_seed0,512,1,0.05,1.966796875,2.251953125,0.28515625,1
L2-C1,er_n8_p0.4_seed0,512,2,0.0,2.080078125,2.263671875,0.18359375,1
L2-C2,er_n8_p0.4_seed0,512,2,0.01,2.080078125,2.263671875,0.18359375,1
L2-C3,er_n8_p0.4_seed0,512,2,0.05,2.080078125,2.263671875,0.18359375,1
L2-C1,er_n8_p0.4_seed0,512,3,0.0,2.01171875,2.275390625,0.263671875,1
L2-C2,er_n8_p0.4_seed0,512,3,0.01,2.01171875,2.275390625,0.263671875,1
L2-C3,er_n8_p0.4_seed0,512,3,0.05,2.01171875,2.275390625,0.263671875,1
L2-C1,er_n8_p0.4_seed0,512,4,0.0,2.03125,2.2421875,0.2109375,1
L2-C2,er_n8_p0.4_seed0,512,4,0.01,2.03125,2.2421875,0.2109375,1
L2-C3,er_n8_p0.4_seed0,512,4,0.05,2.03125,2.2421875,0.2109375,1
L2-C1,er_n8_p0.4_seed0,512,5,0.0,2.044921875,2.341796875,0.296875,1
L2-C2,er_n8_p0.4_seed0,512,5,0.01,2.044921875,2.341796875,0.296875,1
L2-C3,er_n8_p0.4_seed0,512,5,0.05,2.044921875,2.341796875,0.296875,1
L2-C1,er_n8_p0.4_seed0,512,6,0.0,2.046875,2.326171875,0.279296875,1
L2-C2,er_n8_p0.4_seed0,512,6,0.01,2.046875,2.326171875,0.279296875,1
L2-C3,er_n8_p0.4_seed0,512,6,0.05,2.046875,2.326171875,0.279296875,1
L2-C1,er_n8_p0.4_seed0,512,7,0.0,2.048828125,2.251953125,0.203125,1
L2-C2,er_n8_p0.4_seed0,512,7,0.01,2.048828125,2.251953125,0.203125,1
L2-C3,er_n8_p0.4_seed0,512,7,0.05,2.048828125,2.251953125,0.203125,1
L2-C1,er_n8_p0.4_seed0,512,8,0.0,2.10546875,2.341796875,0.236328125,1
L2-C2,er_n8_p0.4_seed0,512,8,0.01,2.10546875,2.341796875,0.236328125,1
L2-C3,er_n8_p0.4_seed0,512,8,0.05,2.10546875,2.341796875,0.236328125,1
L2-C1,er_n8_p0.4_seed0,512,9,0.0,2.087890625,2.28515625,0.197265625,1
L2-C2,er_n8_p0.4_seed0,512,9,0.01,2.087890625,2.28515625,0.197265625,1
L2-C3,er_n8_p0.4_seed0,512,9,0.05,2.087890625,2.28515625,0.197265625,1
L2-C1,er_n8_p0.4_seed0,1024,0,0.0,2.0400390625,2.2744140625,0.234375,1
L2-C2,er_n8_p0.4_seed0,1024,0,0.01,2.0400390625,2.2744140625,0.234375,1
L2-C3,er_n8_p0.4_seed0,1024,0,0.05,2.0400390625,2.2744140625,0.234375,1
L2-C1,er_n8_p0.4_seed0,1024,1,0.0,2.037109375,2.27734375,0.240234375,1
L2-C2,er_n8_p0.4_seed0,1024,1,0.01,2.037109375,2.27734375,0.240234375,1
L2-C3,er_n8_p0.4_seed0,1024,1,0.05,2.037109375,2.27734375,0.240234375,1
L2-C1,er_n8_p0.4_seed0,1024,2,0.0,2.0322265625,2.3173828125,0.28515625,1
L2-C2,er_n8_p0.4_seed0,1024,2,0.01,2.0322265625,2.3173828125,0.28515625,1
L2-C3,er_n8_p0.4_seed0,1024,2,0.05,2.0322265625,2.3173828125,0.28515625,1
L2-C1,er_n8_p0.4_seed0,1024,3,0.0,2.0576171875,2.2705078125,0.212890625,1
L2-C2,er_n8_p0.4_seed0,1024,3,0.01,2.0576171875,2.2705078125,0.212890625,1
L2-C3,er_n8_p0.4_seed0,1024,3,0.05,2.0576171875,2.2705078125,0.212890625,1
L2-C1,er_n8_p0.4_seed0,1024,4,0.0,2.037109375,2.271484375,0.234375,1
L2-C2,er_n8_p0.4_seed0,1024,4,0.01,2.037109375,2.271484375,0.234375,1
L2-C3,er_n8_p0.4_seed0,1024,4,0.05,2.037109375,2.271484375,0.234375,1
L2-C1,er_n8_p0.4_seed0,1024,5,0.0,2.0771484375,2.33984375,0.2626953125,1
L2-C2,er_n8_p0.4_seed0,1024,5,0.01,2.0771484375,2.33984375,0.2626953125,1
L2-C3,er_n8_p0.4_seed0,1024,5,0.05,2.0771484375,2.33984375,0.2626953125,1
L2-C1,er_n8_p0.4_seed0,1024,6,0.0,2.0927734375,2.330078125,0.2373046875,1
L2-C2,er_n8_p0.4_seed0,1024,6,0.01,2.0927734375,2.330078125,0.2373046875,1
L2-C3,er_n8_p0.4_seed0,1024,6,0.05,2.0927734375,2.330078125,0.2373046875,1
L2-C1,er_n8_p0.4_seed0,1024,7,0.0,2.048828125,2.306640625,0.2578125,1
L2-C2,er_n8_p0.4_seed0,1024,7,0.01,2.048828125,2.306640625,0.2578125,1
L2-C3,er_n8_p0.4_seed0,1024,7,0.05,2.048828125,2.306640625,0.2578125,1
L2-C1,er_n8_p0.4_seed0,1024,8,0.0,2.080078125,2.3291015625,0.2490234375,1
L2-C2,er_n8_p0.4_seed0,1024,8,0.01,2.080078125,2.3291015625,0.2490234375,1
