claim_id,instance_id,shots,sim_seed,delta,p1_expected_cut,p2_expected_cut,margin,preserves_direction
L2-C1,er_n10_p0.4_seed0,512,8,0.0,5.513671875,5.6875,0.173828125,1
L2-C2,er_n10_p0.4_seed0,512,8,0.01,5.513671875,5.6875,0.173828125,1
L2-C3,er_n10_p0.4_seed0,512,8,0.05,5.513671875,5.6875,0.173828125,1
L2-C1,er_n10_p0.4_seed0,512,9,0.0,5.396484375,5.685546875,0.2890625,1
L2-C2,er_n10_p0.4_seed0,512,9,0.01,5.396484375,5.685546875,0.2890625,1
L2-C3,er_n10_p0.4_seed0,512,9,0.05,5.396484375,5.685546875,0.2890625,1
L2-C1,er_n10_p0.4_seed0,1024,0,0.0,5.6767578125,5.8974609375,0.220703125,1
L2-C2,er_n10_p0.4_seed0,1024,0,0.01,5.6767578125,5.8974609375,0.220703125,1
L2-C3,er_n10_p0.4_seed0,1024,0,0.05,5.6767578125,5.8974609375,0.220703125,1
L2-C1,er_n10_p0.4_seed0,1024,1,0.0,5.5966796875,5.728515625,0.1318359375,1
L2-C2,er_n10_p0.4_seed0,1024,1,0.01,5.5966796875,5.728515625,0.1318359375,1
L2-C3,er_n10_p0.4_seed0,1024,1,0.05,5.5966796875,5.728515625,0.1318359375,1
L2-C1,er_n10_p0.4_seed0,1024,2,0.0,5.578125,5.716796875,0.138671875,1
L2-C2,er_n10_p0.4_seed0,1024,2,0.01,5.578125,5.716796875,0.138671875,1
L2-C3,er_n10_p0.4_seed0,1024,2,0.05,5.578125,5.716796875,0.138671875,1
L2-C1,er_n10_p0.4_seed0,1024,3,0.0,5.6015625,5.77734375,0.17578125,1
L2-C2,er_n10_p0.4_seed0,1024,3,0.01,5.6015625,5.77734375,0.17578125,1
L2-C3,er_n10_p0.4_seed0,1024,3,0.05,5.6015625,5.77734375,0.17578125,1
L2-C1,er_n10_p0.4_seed0,1024,4,0.0,5.5908203125,5.814453125,0.2236328125,1
L2-C2,er_n10_p0.4_seed0,1024,4,0.01,5.5908203125,5.814453125,0.2236328125,1
L2-C3,er_n10_p0.4_seed0,1024,4,0.05,5.5908203125,5.814453125,0.2236328125,1
L2-C1,er_n10_p0.4_seed0,1024,5,0.0,5.6220703125,5.8037109375,0.181640625,1
L2-C2,er_n10_p0.4_seed0,1024,5,0.01,5.6220703125,5.8037109375,0.181640625,1
L2-C3,er_n10_p0.4_seed0,1024,5,0.05,5.6220703125,5.8037109375,0.181640625,1
L2-C1,er_n10_p0.4_seed0,1024,6,0.0,5.5791015625,5.7685546875,0.189453125,1
L2-C2,er_n10_p0.4_seed0,1024,6,0.01,5.5791015625,5.7685546875,0.189453125,1
L2-C3,er_n10_p0.4_seed0,1024,6,0.05,5.5791015625,5.7685546875,0.189453125,1
L2-C1,er_n10_p0.4_seed0,1024,7,0.0,5.5859375,5.7333984375,0.1474609375,1
L2-C2,er_n10_p0.4_seed0,1024,7,0.01,5.5859375,5.7333984375,0.1474609375,1
L2-C3,er_n10_p0.4_seed0,1024,7,0.05,5.5859375,5.7333984375,0.1474609375,1
L2-C1,er_n10_p0.4_seed0,1024,8,0.0,5.515625,5.7216796875,0.2060546875,1
L2-C2,er_n10_p0.4_seed0,1024,8,0.01,5.515625,5.7216796875,0.2060546875,1
L2-C3,er_n10_p0.4_seed0,1024,8,0.05,5.515625,5.7216796875,0.2060546875,1
L2-C1,er_n10_p0.4_seed0,1024,9,0.0,5.458984375,5.705078125,0.24609375,1
L2-C2,er_n10_p0.4_seed0,1024,9,0.01,5.458984375,5.705078125,0.24609375,1
L2-C3,er_n10_p0.4_seed0,1024,9,0.05,5.458984375,5.705078125,0.24609375,1
L2-C1,er_n10_p0.4_seed0,4096,0,0.0,5.588134765625,5.766357421875,0.17822265625,1
L2-C2,er_n10_p0.4_seed0,4096,0,0.01,5.588134765625,5.766357421875,0.17822265625,1
L2-C3,er_n10_p0.4_seed0,4096,0,0.05,5.588134765625,5.766357421875,0.17822265625,1
L2-C1,er_n10_p0.4_seed0,4096,1,0.0,5.56201171875,5.728759765625,0.166748046875,1
L2-C2,er_n10_p0.4_seed0,4096,1,0.01,5.56201171875,5.728759765625,0.166748046875,1
L2-C3,er_n10_p0.4_seed0,4096,1,0.05,5.56201171875,5.728759765625,0.166748046875,1
L2-C1,er_n10_p0.4_seed0,4096,2,0.0,5.575927734375,5.73583984375,0.159912109375,1
L2-C2,er_n10_p0.4_seed0,4096,2,0.01,5.575927734375,5.73583984375,0.159912109375,1
L2-C3,er_n10_p0.4_seed0,4096,2,0.05,5.575927734375,5.73583984375,0.159912109375,1
L2-C1,er_n10_p0.4_seed0,4096,3,0.0,5.59033203125,5.74560546875,0.1552734375,1
L2-C2,er_n10_p0.4_seed0,4096,3,0.01,5.59033203125,5.74560546875,0.1552734375,1
L2-C3,er_n10_p0.4_seed0,4096,3,0.05,5.59033203125,5.74560546875,0.1552734375,1
L2-C1,er_n10_p0.4_seed0,4096,4,0.0,5.572265625,5.77099609375,0.19873046875,1
L2-C2,er_n10_p0.4_seed0,4096,4,0.01,5.572265625,5.77099609375,0.19873046875,1
L2-C3,er_n10_p0.4_seed0,4096,4,0.05,5.572265625,5.77099609375,0.19873046875,1
L2-C1,er_n10_p0.4_seed0,4096,5,0.0,5.5859375,5.7685546875,0.1826171875,1
L2-C2,er_n10_p0.4_seed0,4096,5,0.01,5.5859375,5.7685546875,0.1826171875,1
L2-C3,er_n10_p0.4_seed0,4096,5,0.05,5.5859375,5.7685546875,0.1826171875,1
L2-C1,er_n10_p0.4_seed0,4096,6,0.0,5.605224609375,5.744384765625,0.13916015625,1
L2-C2,er_n10_p0.4_seed0,4096,6,0.01,5.605224609375,5.744384765625,0.13916015625,1
L2-C3,er_n10_p0.4_seed0,4096,6,0.05,5.605224609375,5.744384765625,0.13916015625,1
L2-C1,er_n10_p0.4_seed0,4096,7,0.0,5.55322265625,5.715087890625,0.161865234375,1
L2-C2,er_n10_p0.4_seed0,4096,7,0.01,5.55322265625,5.715087890625,0.161865234375,1
L2-C3,er_n10_p0.4_seed0,4096,7,0.05,5.55322265625,5.715087890625,0.161865234375,1
L2-C1,er_n10_p0.4_seed0,4096,8,0.0,5.640869140625,5.818115234375,0.17724609375,1
L2-C2,er_n10_p0.4_seed0,4096,8,0.01,5.640869140625,5.818115234375,0.17724609375,1
L2-C3,er_n10_p0.4_seed0,4096,8,0.05,5.640869140625,5.818115234375,0.17724609375,1
L2-C1,er_n10_p0.4_seed0,4096,9,0.0,5.531005859375,5.7265625,0.195556640625,1
L2-C2,er_n10_p0.4_seed0,4096,9,0.01,5.531005859375,5.7265625,0.195556640625,1
L2-C3,er_n10_p0.4_seed0,4096,9,0.05,5.531005859375,5.7265625,0.195556640625,1
L2-C1,er_n10_p0.4_seed1,128,0,0.0,9.53125,10.140625,0.609375,1
L2-C2,er_n10_p0.4_seed1,128,0,0.01,9.53125,10.140625,0.609375,1
L2-C3,er_n10_p0.4_seed1,128,0,0.05,9.53125,10.140625,0.609375,1
L2-C1,er_n10_p0.4_seed1,128,1,0.0,9.609375,9.5234375,-0.0859375,0
L2-C2,er_n10_p0.4_seed1,128,1,0.01,9.609375,9.5234375,-0.0859375,0
L2-C3,er_n10_p0.4_seed1,128,1,0.05,9.609375,9.5234375,-0.0859375,0
L2-C1,er_n10_p0.4_seed1,128,2,0.0,9.6171875,10.0625,0.4453125,1
L2-C2,er_n10_p0.4_seed1,128,2,0.01,9.6171875,10.0625,0.4453125,1
L2-C3,er_n10_p0.4_seed1,128,2,0.05,9.6171875,10.0625,0.4453125,1
L2-C1,er_n10_p0.4_seed1,128,3,0.0,9.6875,9.7265625,0.0390625,1
L2-C2,er_n10_p0.4_seed1,128,3,0.01,9.6875,9.7265625,0.0390625,1
L2-C3,er_n10_p0.4_seed1,128,3,0.05,9.6875,9.7265625,0.0390625,0
L2-C1,er_n10_p0.4_seed1,128,4,0.0,9.9453125,10.34375,0.3984375,1
L2-C2,er_n10_p0.4_seed1,128,4,0.01,9.9453125,10.34375,0.3984375,1
L2-C3,er_n10_p0.4_seed1,128,4,0.05,9.9453125,10.34375,0.3984375,1
L2-C1,er_n10_p0.4_seed1,128,5,0.0,9.65625,10.4375,0.78125,1
L2-C2,er_n10_p0.4_seed1,128,5,0.01,9.65625,10.4375,0.78125,1
L2-C3,er_n10_p0.4_seed1,128,5,0.05,9.65625,10.4375,0.78125,1
L2-C1,er_n10_p0.4_seed1,128,6,0.0,9.9296875,9.9140625,-0.015625,0
L2-C2,er_n10_p0.4_seed1,128,6,0.01,9.9296875,9.9140625,-0.015625,0
L2-C3,er_n10_p0.4_seed1,128,6,0.05,9.9296875,9.9140625,-0.015625,0
L2-C1,er_n10_p0.4_seed1,128,7,0.0,9.6640625,9.859375,0.1953125,1
L2-C2,er_n10_p0.4_seed1,128,7,0.01,9.6640625,9.859375,0.1953125,1
L2-C3,er_n10_p0.4_seed1,128,7,0.05,9.6640625,9.859375,0.1953125,1
L2-C1,er_n10_p0.4_seed1,128,8,0.0,9.90625,9.8515625,-0.0546875,0
L2-C2,er_n10_p0.4_seed1,128,8,0.01,9.90625,9.8515625,-0.0546875,0
L2-C3,er_n10_p0.4_seed1,128,8,0.05,9.90625,9.8515625,-0.0546875,0
L2-C1,er_n10_p0.4_seed1,128,9,0.0,9.5859375,9.859375,0.2734375,1
L2-C2,er_n10_p0.4_seed1,128,9,0.01,9.5859375,9.859375,0.2734375,1
L2-C3,er_n10_p0.4_seed1,128,9,0.05,9.5859375,9.859375,0.2734375,1
L2-C1,er_n10_p0.4_seed1,512,0,0.0,9.6796875,10.001953125,0.322265625,1
L2-C2,er_n10_p0.4_seed1,512,0,0.01,9.6796875,10.001953125,0.322265625,1
L2-C3,er_n10_p0.4_seed1,512,0,0.05,9.6796875,10.001953125,0.322265625,1
L2-C1,er_n10_p0.4_seed1,512,1,0.0,9.75390625,9.896484375,0.142578125,1
L2-C2,er_n10_p0.4_seed1,512,1,0.01,9.75390625,9.896484375,0.142578125,1
L2-C3,er_n10_p0.4_seed1,512,1,0.05,9.75390625,9.896484375,0.142578125,1
L2-C1,er_n10_p0.4_seed1,512,2,0.0,9.630859375,9.990234375,0.359375,1
L2-C2,er_n10_p0.4_seed1,512,2,0.01,9.630859375,9.990234375,0.359375,1
L2-C3,er_n10_p0.4_seed1,512,2,0.05,9.630859375,9.990234375,0.359375,1
L2-C1,er_n10_p0.4_seed1,512,3,0.0,9.7890625,9.904296875,0.115234375,1
L2-C2,er_n10_p0.4_seed1,512,3,0.01,9.7890625,9.904296875,0.115234375,1
L2-C3,er_n10_p0.4_seed1,512,3,0.05,9.7890625,9.904296875,0.115234375,1
L2-C1,er_n10_p0.4_seed1,512,4,0.0,9.736328125,10.087890625,0.3515625,1
L2-C2,er_n10_p0.4_seed1,512,4,0.01,9.736328125,10.087890625,0.3515625,1
L2-C3,er_n10_p0.4_seed1,512,4,0.05,9.736328125,10.087890625,0.3515625,1
L2-C1,er_n10_p0.4_seed1,512,5,0.0,9.734375,9.95703125,0.22265625,1
L2-C2,er_n10_p0.4_seed1,512,5,0.01,9.734375,9.95703125,0.22265625,1
L2-C3,er_n10_p0.4_seed1,512,5,0.05,9.734375,9.95703125,0.22265625,1
L2-C1,er_n10_p0.4_seed1,512,6,0.0,9.794921875,9.98046875,0.185546875,1
L2-C2,er_n10_p0.4_seed1,512,6,0.01,9.794921875,9.98046875,0.185546875,1
L2-C3,er_n10_p0.4_seed1,512,6,0.05,9.794921875,9.98046875,0.185546875,1
L2-C1,er_n10_p0.4_seed1,512,7,0.0,9.779296875,9.8125,0.033203125,1
L2-C2,er_n10_p0.4_seed1,512,7,0.01,9.779296875,9.8125,0.033203125,1
L2-C3,er_n10_p0.4_seed1,512,7,0.05,9.779296875,9.8125,0.033203125,0
L2-C1,er_n10_p0.4_seed1,512,8,0.0,9.693359375,9.837890625,0.14453125,1
L2-C2,er_n10_p0.4_seed1,512,8,0.01,9.693359375,9.837890625,0.14453125,1
L2-C3,er_n10_p0.4_seed1,512,8,0.05,9.693359375,9.837890625,0.14453125,1
L2-C1,er_n10_p0.4_seed1,512,9,0.0,9.572265625,9.900390625,0.328125,1
L2-C2,er_n10_p0.4_seed1,512,9,0.01,9.572265625,9.900390625,0.328125,1
L2-C3,er_n10_p0.4_seed1,512,9,0.05,9.572265625,9.900390625,0.328125,1
L2-C1,er_n10_p0.4_seed1,1024,0,0.0,9.6630859375,9.9443359375,0.28125,1
L2-C2,er_n10_p0.4_seed1,1024,0,0.01,9.6630859375,9.9443359375,0.28125,1
L2-C3,er_n10_p0.4_seed1,1024,0,0.05,9.6630859375,9.9443359375,0.28125,1
L2-C1,er_n10_p0.4_seed1,1024,1,0.0,9.681640625,9.876953125,0.1953125,1
L2-C2,er_n10_p0.4_seed1,1024,1,0.01,9.681640625,9.876953125,0.1953125,1
L2-C3,er_n10_p0.4_seed1,1024,1,0.05,9.681640625,9.876953125,0.1953125,1
L2-C1,er_n10_p0.4_seed1,1024,2,0.0,9.7265625,10.0146484375,0.2880859375,1
L2-C2,er_n10_p0.4_seed1,1024,2,0.01,9.7265625,10.0146484375,0.2880859375,1
L2-C3,er_n10_p0.4_seed1,1024,2,0.05,9.7265625,10.0146484375,0.2880859375,1
L2-C1,er_n10_p0.4_seed1,1024,3,0.0,9.8642578125,9.9404296875,0.076171875,1
L2-C2,er_n10_p0.4_seed1,1024,3,0.01,9.8642578125,9.9404296875,0.076171875,1
L2-C3,er_n10_p0.4_seed1,1024,3,0.05,9.8642578125,9.9404296875,0.076171875,1
L2-C1,er_n10_p0.4_seed1,1024,4,0.0,9.765625,10.0498046875,0.2841796875,1
L2-C2,er_n10_p0.4_seed1,1024,4,0.01,9.765625,10.0498046875,0.2841796875,1
L2-C3,er_n10_p0.4_seed1,1024,4,0.05,9.765625,10.0498046875,0.2841796875,1
L2-C1,er_n10_p0.4_seed1,1024,5,0.0,9.78125,10.0380859375,0.2568359375,1
L2-C2,er_n10_p0.4_seed1,1024,5,0.01,9.78125,10.0380859375,0.2568359375,1
L2-C3,er_n10_p0.4_seed1,1024,5,0.05,9.78125,10.0380859375,0.2568359375,1
L2-C1,er_n10_p0.4_seed1,1024,6,0.0,9.7802734375,9.9775390625,0.197265625,1
L2-C2,er_n10_p0.4_seed1,1024,6,0.01,9.7802734375,9.9775390625,0.197265625,1
L2-C3,er_n10_p0.4_seed1,1024,6,0.05,9.7802734375,9.9775390625,0.197265625,1
L2-C1,er_n10_p0.4_seed1,1024,7,0.0,9.783203125,9.94140625,0.158203125,1
L2-C2,er_n10_p0.4_seed1,1024,7,0.01,9.783203125,9.94140625,0.158203125,1
L2-C3,er_n10_p0.4_seed1,1024,7,0.05,9.783203125,9.94140625,0.158203125,1
L2-C1,er_n10_p0.4_seed1,1024,8,0.0,9.6767578125,9.82421875,0.1474609375,1
L2-C2,er_n10_p0.4_seed1,1024,8,0.01,9.6767578125,9.82421875,0.1474609375,1
L2-C3,er_n10_p0.4_seed1,1024,8,0.05,9.6767578125,9.82421875,0.1474609375,1
L2-C1,er_n10_p0.4_seed1,1024,9,0.0,9.6298828125,9.880859375,0.2509765625,1
L2-C2,er_n10_p0.4_seed1,1024,9,0.01,9.6298828125,9.880859375,0.2509765625,1
L2-C3,er_n10_p0.4_seed1,1024,9,0.05,9.6298828125,9.880859375,0.2509765625,1
L2-C1,er_n10_p0.4_seed1,4096,0,0.0,9.739013671875,9.955078125,0.216064453125,1
L2-C2,er_n10_p0.4_seed1,4096,0,0.01,9.739013671875,9.955078125,0.216064453125,1
L2-C3,er_n10_p0.4_seed1,4096,0,0.05,9.739013671875,9.955078125,0.216064453125,1
L2-C1,er_n10_p0.4_seed1,4096,1,0.0,9.71484375,9.938232421875,0.223388671875,1
L2-C2,er_n10_p0.4_seed1,4096,1,0.01,9.71484375,9.938232421875,0.223388671875,1
L2-C3,er_n10_p0.4_seed1,4096,1,0.05,9.71484375,9.938232421875,0.223388671875,1
L2-C1,er_n10_p0.4_seed1,4096,2,0.0,9.757080078125,9.983642578125,0.2265625,1
L2-C2,er_n10_p0.4_seed1,4096,2,0.01,9.757080078125,9.983642578125,0.2265625,1
L2-C3,er_n10_p0.4_seed1,4096,2,0.05,9.757080078125,9.983642578125,0.2265625,1
L2-C1,er_n10_p0.4_seed1,4096,3,0.0,9.79248046875,9.93115234375,0.138671875,1
L2-C2,er_n10_p0.4_seed1,4096,3,0.01,9.79248046875,9.93115234375,0.138671875,1
L2-C3,er_n10_p0.4_seed1,4096,3,0.05,9.79248046875,9.93115234375,0.138671875,1
L2-C1,er_n10_p0.4_seed1,4096,4,0.0,9.740234375,9.95166015625,0.21142578125,1
L2-C2,er_n10_p0.4_seed1,4096,4,0.01,9.740234375,9.95166015625,0.21142578125,1
L2-C3,er_n10_p0.4_seed1,4096,4,0.05,9.740234375,9.95166015625,0.21142578125,1
L2-C1,er_n10_p0.4_seed1,4096,5,0.0,9.77099609375,9.994873046875,0.223876953125,1
L2-C2,er_n10_p0.4_seed1,4096,5,0.01,9.77099609375,9.994873046875,0.223876953125,1
L2-C3,er_n10_p0.4_seed1,4096,5,0.05,9.77099609375,9.994873046875,0.223876953125,1
L2-C1,er_n10_p0.4_seed1,4096,6,0.0,9.79931640625,9.99560546875,0.1962890625,1
L2-C2,er_n10_p0.4_seed1,4096,6,0.01,9.79931640625,9.99560546875,0.1962890625,1
L2-C3,er_n10_p0.4_seed1,4096,6,0.05,9.79931640625,9.99560546875,0.1962890625,1
L2-C1,er_n10_p0.4_seed1,4096,7,0.0,9.767578125,9.947265625,0.1796875,1
L2-C2,er_n10_p0.4_seed1,4096,7,0.01,9.767578125,9.947265625,0.1796875,1
L2-C3,er_n10_p0.4_seed1,4096,7,0.05,9.767578125,9.947265625,0.1796875,1
L2-C1,er_n10_p0.4_seed1,4096,8,0.0,9.736328125,9.97998046875,0.24365234375,1
L2-C2,er_n10_p0.4_seed1,4096,8,0.01,9.736328125,9.97998046875,0.24365234375,1
L2-C3,er_n10_p0.4_seed1,4096,8,0.05,9.736328125,9.97998046875,0.24365234375,1
L2-C1,er_n10_p0.4_seed1,4096,9,0.0,9.697021484375,9.927978515625,0.23095703125,1
L2-C2,er_n10_p0.4_seed1,4096,9,0.01,9.697021484375,9.927978515625,0.23095703125,1
L2-C3,er_n10_p0.4_seed1,4096,9,0.05,9.697021484375,9.927978515625,0.23095703125,1
L2-C1,er_n10_p0.4_seed2,128,0,0.0,8.109375,8.296875,0.1875,1
L2-C2,er_n10_p0.4_seed2,128,0,0.01,8.109375,8.296875,0.1875,1
L2-C3,er_n10_p0.4_seed2,128,0,0.05,8.109375,8.296875,0.1875,1
L2-C1,er_n10_p0.4_seed2,128,1,0.0,7.9609375,7.578125,-0.3828125,0
L2-C2,er_n10_p0.4_seed2,128,1,0.01,7.9609375,7.578125,-0.3828125,0
L2-C3,er_n10_p0.4_seed2,128,1,0.05,7.9609375,7.578125,-0.3828125,0
L2-C1,er_n10_p0.4_seed2,128,2,0.0,8.0390625,8.0625,0.0234375,1
L2-C2,er_n10_p0.4_seed2,128,2,0.01,8.0390625,8.0625,0.0234375,1
L2-C3,er_n10_p0.4_seed2,128,2,0.05,8.0390625,8.0625,0.0234375,0
L2-C1,er_n10_p0.4_seed2,128,3,0.0,7.859375,7.578125,-0.28125,0
L2-C2,er_n10_p0.4_seed2,128,3,0.01,7.859375,7.578125,-0.28125,0
L2-C3,er_n10_p0.4_seed2,128,3,0.05,7.859375,7.578125,-0.28125,0
L2-C1,er_n10_p0.4_seed2,128,4,0.0,8.28125,7.8125,-0.46875,0
L2-C2,er_n10_p0.4_seed2,128,4,0.01,8.28125,7.8125,-0.46875,0
L2-C3,er_n10_p0.4_seed2,128,4,0.05,8.28125,7.8125,-0.46875,0
L2-C1,er_n10_p0.4_seed2,128,5,0.0,8.0390625,8.1640625,0.125,1
L2-C2,er_n10_p0.4_seed2,128,5,0.01,8.0390625,8.1640625,0.125,1
L2-C3,er_n10_p0.4_seed2,128,5,0.05,8.0390625,8.1640625,0.125,1
L2-C1,er_n10_p0.4_seed2,128,6,0.0,8.0,8.0703125,0.0703125,1
L2-C2,er_n10_p0.4_seed2,128,6,0.01,8.0,8.0703125,0.0703125,1
L2-C3,er_n10_p0.4_seed2,128,6,0.05,8.0,8.0703125,0.0703125,1
L2-C1,er_n10_p0.4_seed2,128,7,0.0,8.0,7.921875,-0.078125,0
L2-C2,er_n10_p0.4_seed2,128,7,0.01,8.0,7.921875,-0.078125,0
L2-C3,er_n10_p0.4_seed2,128,7,0.05,8.0,7.921875,-0.078125,0
L2-C1,er_n10_p0.4_seed2,128,8,0.0,8.171875,8.109375,-0.0625,0
L2-C2,er_n10_p0.4_seed2,128,8,0.01,8.171875,8.109375,-0.0625,0
L2-C3,er_n10_p0.4_seed2,128,8,0.05,8.171875,8.109375,-0.0625,0
L2-C1,er_n10_p0.4_seed2,128,9,0.0,7.96875,7.984375,0.015625,1
L2-C2,er_n10_p0.4_seed2,128,9,0.01,7.96875,7.984375,0.015625,1
L2-C3,er_n10_p0.4_seed2,128,9,0.05,7.96875,7.984375,0.015625,0
L2-C1,er_n10_p0.4_seed2,512,0,0.0,8.07421875,8.025390625,-0.048828125,0
L2-C2,er_n10_p0.4_seed2,512,0,0.01,8.07421875,8.025390625,-0.048828125,0
L2-C3,er_n10_p0.4_seed2,512,0,0.05,8.07421875,8.025390625,-0.048828125,0
L2-C1,er_n10_p0.4_seed2,512,1,0.0,8.16796875,7.740234375,-0.427734375,0
L2-C2,er_n10_p0.4_seed2,512,1,0.01,8.16796875,7.740234375,-0.427734375,0
L2-C3,er_n10_p0.4_seed2,512,1,0.05,8.16796875,7.740234375,-0.427734375,0
L2-C1,er_n10_p0.4_seed2,512,2,0.0,8.0,8.1015625,0.1015625,1
L2-C2,er_n10_p0.4_seed2,512,2,0.01,8.0,8.1015625,0.1015625,1
L2-C3,er_n10_p0.4_seed2,512,2,0.05,8.0,8.1015625,0.1015625,1
L2-C1,er_n10_p0.4_seed2,512,3,0.0,7.962890625,7.904296875,-0.05859375,0
L2-C2,er_n10_p0.4_seed2,512,3,0.01,7.962890625,7.904296875,-0.05859375,0
L2-C3,er_n10_p0.4_seed2,512,3,0.05,7.962890625,7.904296875,-0.05859375,0
L2-C1,er_n10_p0.4_seed2,512,4,0.0,8.083984375,7.876953125,-0.20703125,0
L2-C2,er_n10_p0.4_seed2,512,4,0.01,8.083984375,7.876953125,-0.20703125,0
L2-C3,er_n10_p0.4_seed2,512,4,0.05,8.083984375,7.876953125,-0.20703125,0
L2-C1,er_n10_p0.4_seed2,512,5,0.0,8.095703125,7.8671875,-0.228515625,0
L2-C2,er_n10_p0.4_seed2,512,5,0.01,8.095703125,7.8671875,-0.228515625,0
L2-C3,er_n10_p0.4_seed2,512,5,0.05,8.095703125,7.8671875,-0.228515625,0
L2-C1,er_n10_p0.4_seed2,512,6,0.0,8.033203125,7.99609375,-0.037109375,0
L2-C2,er_n10_p0.4_seed2,512,6,0.01,8.033203125,7.99609375,-0.037109375,0
L2-C3,er_n10_p0.4_seed2,512,6,0.05,8.033203125,7.99609375,-0.037109375,0
L2-C1,er_n10_p0.4_seed2,512,7,0.0,8.1796875,7.8203125,-0.359375,0
L2-C2,er_n10_p0.4_seed2,512,7,0.01,8.1796875,7.8203125,-0.359375,0
L2-C3,er_n10_p0.4_seed2,512,7,0.05,8.1796875,7.8203125,-0.359375,0
L2-C1,er_n10_p0.4_seed2,512,8,0.0,8.142578125,7.927734375,-0.21484375,0
L2-C2,er_n10_p0.4_seed2,512,8,0.01,8.142578125,7.927734375,-0.21484375,0
L2-C3,er_n10_p0.4_seed2,512,8,0.05,8.142578125,7.927734375,-0.21484375,0
L2-C1,er_n10_p0.4_seed2,512,9,0.0,8.037109375,7.931640625,-0.10546875,0
L2-C2,er_n10_p0.4_seed2,512,9,0.01,8.037109375,7.931640625,-0.10546875,0
L2-C3,er_n10_p0.4_seed2,512,9,0.05,8.037109375,7.931640625,-0.10546875,0
L2-C1,er_n10_p0.4_seed2,1024,0,0.0,8.1044921875,7.982421875,-0.1220703125,0
L2-C2,er_n10_p0.4_seed2,1024,0,0.01,8.1044921875,7.982421875,-0.1220703125,0
L2-C3,er_n10_p0.4_seed2,1024,0,0.05,8.1044921875,7.982421875,-0.1220703125,0
L2-C1,er_n10_p0.4_seed2,1024,1,0.0,8.107421875,7.8154296875,-0.2919921875,0
L2-C2,er_n10_p0.4_seed2,1024,1,0.01,8.107421875,7.8154296875,-0.2919921875,0
L2-C3,er_n10_p0.4_seed2,1024,1,0.05,8.107421875,7.8154296875,-0.2919921875,0
L2-C1,er_n10_p0.4_seed2,1024,2,0.0,8.0029296875,8.0,-0.0029296875,0
L2-C2,er_n10_p0.4_seed2,1024,2,0.01,8.0029296875,8.0,-0.0029296875,0
L2-C3,er_n10_p0.4_seed2,1024,2,0.05,8.0029296875,8.0,-0.0029296875,0
L2-C1,er_n10_p0.4_seed2,1024,3,0.0,8.03515625,7.9697265625,-0.0654296875,0
L2-C2,er_n10_p0.4_seed2,1024,3,0.01,8.03515625,7.9697265625,-0.0654296875,0
L2-C3,er_n10_p0.4_seed2,1024,3,0.05,8.03515625,7.9697265625,-0.0654296875,0
L2-C1,er_n10_p0.4_seed2,1024,4,0.0,8.0703125,7.86328125,-0.20703125,0
L2-C2,er_n10_p0.4_seed2,1024,4,0.01,8.0703125,7.86328125,-0.20703125,0
L2-C3,er_n10_p0.4_seed2,1024,4,0.05,8.0703125,7.86328125,-0.20703125,0
L2-C1,er_n10_p0.4_seed2,1024,5,0.0,8.0595703125,7.9228515625,-0.13671875,0
L2-C2,er_n10_p0.4_seed2,1024,5,0.01,8.0595703125,7.9228515625,-0.13671875,0
L2-C3,er_n10_p0.4_seed2,1024,5,0.05,8.0595703125,7.9228515625,-0.13671875,0
L2-C1,er_n10_p0.4_seed2,1024,6,0.0,7.9951171875,7.982421875,-0.0126953125,0
L2-C2,er_n10_p0.4_seed2,1024,6,0.01,7.9951171875,7.982421875,-0.0126953125,0
L2-C3,er_n10_p0.4_seed2,1024,6,0.05,7.9951171875,7.982421875,-0.0126953125,0
L2-C1,er_n10_p0.4_seed2,1024,7,0.0,8.1630859375,7.83203125,-0.3310546875,0
L2-C2,er_n10_p0.4_seed2,1024,7,0.01,8.1630859375,7.83203125,-0.3310546875,0
L2-C3,er_n10_p0.4_seed2,1024,7,0.05,8.1630859375,7.83203125,-0.3310546875,0
L2-C1,er_n10_p0.4_seed2,1024,8,0.0,8.072265625,7.9580078125,-0.1142578125,0
L2-C2,er_n10_p0.4_seed2,1024,8,0.01,8.072265625,7.9580078125,-0.1142578125,0
L2-C3,er_n10_p0.4_seed2,1024,8,0.05,8.072265625,7.9580078125,-0.1142578125,0
L2-C1,er_n10_p0.4_seed2,1024,9,0.0,8.0380859375,7.8916015625,-0.146484375,0
L2-C2,er_n10_p0.4_seed2,1024,9,0.01,8.0380859375,7.8916015625,-0.146484375,0
L2-C3,er_n10_p0.4_seed2,1024,9,0.05,8.0380859375,7.8916015625,-0.146484375,0
L2-C1,er_n10_p0.4_seed2,4096,0,0.0,8.048095703125,7.962646484375,-0.08544921875,0
L2-C2,er_n10_p0.4_seed2,4096,0,0.01,8.048095703125,7.962646484375,-0.08544921875,0
L2-C3,er_n10_p0.4_seed2,4096,0,0.05,8.048095703125,7.962646484375,-0.08544921875,0
L2-C1,er_n10_p0.4_seed2,4096,1,0.0,8.08447265625,7.912841796875,-0.171630859375,0
L2-C2,er_n10_p0.4_seed2,4096,1,0.01,8.08447265625,7.912841796875,-0.171630859375,0
L2-C3,er_n10_p0.4_seed2,4096,1,0.05,8.08447265625,7.912841796875,-0.171630859375,0
