claim_id,instance_id,topology,basis_regime,transpiler_seed,delta,A_two_qubit_count,B_two_qubit_count,A_depth,B_depth,A_two_qubit_depth,B_two_qubit_depth,margin,preserves_direction
L1Q-C3,ghz_n12,linear,rz_sx_cx,4,0.0,11,11,15,15,11,11,0,0
L1Q-C1,ghz_n12,linear,rz_sx_cx,5,0.0,11,11,15,15,11,11,0,0
L1Q-C2,ghz_n12,linear,rz_sx_cx,5,0.0,11,11,15,15,11,11,0,0
L1Q-C3,ghz_n12,linear,rz_sx_cx,5,0.0,11,11,15,15,11,11,0,0
L1Q-C1,ghz_n12,linear,rz_sx_cx,6,0.0,11,11,15,15,11,11,0,0
L1Q-C2,ghz_n12,linear,rz_sx_cx,6,0.0,11,11,15,15,11,11,0,0
L1Q-C3,ghz_n12,linear,rz_sx_cx,6,0.0,11,11,15,15,11,11,0,0
L1Q-C1,ghz_n12,linear,rz_sx_cx,7,0.0,11,11,15,15,11,11,0,0
L1Q-C2,ghz_n12,linear,rz_sx_cx,7,0.0,11,11,15,15,11,11,0,0
L1Q-C3,ghz_n12,linear,rz_sx_cx,7,0.0,11,11,15,15,11,11,0,0
L1Q-C1,ghz_n12,linear,rz_sx_cx,8,0.0,11,11,15,15,11,11,0,0
L1Q-C2,ghz_n12,linear,rz_sx_cx,8,0.0,11,11,15,15,11,11,0,0
L1Q-C3,ghz_n12,linear,rz_sx_cx,8,0.0,11,11,15,15,11,11,0,0
L1Q-C1,ghz_n12,linear,rz_sx_cx,9,0.0,11,11,15,15,11,11,0,0
L1Q-C2,ghz_n12,linear,rz_sx_cx,9,0.0,11,11,15,15,11,11,0,0
L1Q-C3,ghz_n12,linear,rz_sx_cx,9,0.0,11,11,15,15,11,11,0,0
L1Q-C1,ghz_n12,ring,u_cx,0,0.0,11,11,13,13,11,11,0,0
L1Q-C2,ghz_n12,ring,u_cx,0,0.0,11,11,13,13,11,11,0,0
L1Q-C3,ghz_n12,ring,u_cx,0,0.0,11,11,13,13,11,11,0,0
L1Q-C1,ghz_n12,ring,u_cx,1,0.0,11,11,13,13,11,11,0,0
L1Q-C2,ghz_n12,ring,u_cx,1,0.0,11,11,13,13,11,11,0,0
L1Q-C3,ghz_n12,ring,u_cx,1,0.0,11,11,13,13,11,11,0,0
L1Q-C1,ghz_n12,ring,u_cx,2,0.0,11,11,13,13,11,11,0,0
L1Q-C2,ghz_n12,ring,u_cx,2,0.0,11,11,13,13,11,11,0,0
L1Q-C3,ghz_n12,ring,u_cx,2,0.0,11,11,13,13,11,11,0,0
L1Q-C1,ghz_n12,ring,u_cx,3,0.0,11,11,13,13,11,11,0,0
L1Q-C2,ghz_n12,ring,u_cx,3,0.0,11,11,13,13,11,11,0,0
L1Q-C3,ghz_n12,ring,u_cx,3,0.0,11,11,13,13,11,11,0,0
L1Q-C1,ghz_n12,ring,u_cx,4,0.0,11,11,13,13,11,11,0,0
L1Q-C2,ghz_n12,ring,u_cx,4,0.0,11,11,13,13,11,11,0,0
L1Q-C3,ghz_n12,ring,u_cx,4,0.0,11,11,13,13,11,11,0,0
L1Q-C1,ghz_n12,ring,u_cx,5,0.0,11,11,13,13,11,11,0,0
L1Q-C2,ghz_n12,ring,u_cx,5,0.0,11,11,13,13,11,11,0,0
L1Q-C3,ghz_n12,ring,u_cx,5,0.0,11,11,13,13,11,11,0,0
L1Q-C1,ghz_n12,ring,u_cx,6,0.0,11,11,13,13,11,11,0,0
L1Q-C2,ghz_n12,ring,u_cx,6,0.0,11,11,13,13,11,11,0,0
L1Q-C3,ghz_n12,ring,u_cx,6,0.0,11,11,13,13,11,11,0,0
L1Q-C1,ghz_n12,ring,u_cx,7,0.0,11,11,13,13,11,11,0,0
L1Q-C2,ghz_n12,ring,u_cx,7,0.0,11,11,13,13,11,11,0,0
L1Q-C3,ghz_n12,ring,u_cx,7,0.0,11,11,13,13,11,11,0,0
L1Q-C1,ghz_n12,ring,u_cx,8,0.0,11,11,13,13,11,11,0,0
L1Q-C2,ghz_n12,ring,u_cx,8,0.0,11,11,13,13,11,11,0,0
L1Q-C3,ghz_n12,ring,u_cx,8,0.0,11,11,13,13,11,11,0,0
L1Q-C1,ghz_n12,ring,u_cx,9,0.0,11,11,13,13,11,11,0,0
L1Q-C2,ghz_n12,ring,u_cx,9,0.0,11,11,13,13,11,11,0,0
L1Q-C3,ghz_n12,ring,u_cx,9,0.0,11,11,13,13,11,11,0,0
L1Q-C1,ghz_n12,ring,rz_sx_cx,0,0.0,11,11,15,15,11,11,0,0
L1Q-C2,ghz_n12,ring,rz_sx_cx,0,0.0,11,11,15,15,11,11,0,0
L1Q-C3,ghz_n12,ring,rz_sx_cx,0,0.0,11,11,15,15,11,11,0,0
L1Q-C1,ghz_n12,ring,rz_sx_cx,1,0.0,11,11,15,15,11,11,0,0
L1Q-C2,ghz_n12,ring,rz_sx_cx,1,0.0,11,11,15,15,11,11,0,0
L1Q-C3,ghz_n12,ring,rz_sx_cx,1,0.0,11,11,15,15,11,11,0,0
L1Q-C1,ghz_n12,ring,rz_sx_cx,2,0.0,11,11,15,15,11,11,0,0
L1Q-C2,ghz_n12,ring,rz_sx_cx,2,0.0,11,11,15,15,11,11,0,0
L1Q-C3,ghz_n12,ring,rz_sx_cx,2,0.0,11,11,15,15,11,11,0,0
L1Q-C1,ghz_n12,ring,rz_sx_cx,3,0.0,11,11,15,15,11,11,0,0
L1Q-C2,ghz_n12,ring,rz_sx_cx,3,0.0,11,11,15,15,11,11,0,0
L1Q-C3,ghz_n12,ring,rz_sx_cx,3,0.0,11,11,15,15,11,11,0,0
L1Q-C1,ghz_n12,ring,rz_sx_cx,4,0.0,11,11,15,15,11,11,0,0
L1Q-C2,ghz_n12,ring,rz_sx_cx,4,0.0,11,11,15,15,11,11,0,0
L1Q-C3,ghz_n12,ring,rz_sx_cx,4,0.0,11,11,15,15,11,11,0,0
L1Q-C1,ghz_n12,ring,rz_sx_cx,5,0.0,11,11,15,15,11,11,0,0
L1Q-C2,ghz_n12,ring,rz_sx_cx,5,0.0,11,11,15,15,11,11,0,0
L1Q-C3,ghz_n12,ring,rz_sx_cx,5,0.0,11,11,15,15,11,11,0,0
L1Q-C1,ghz_n12,ring,rz_sx_cx,6,0.0,11,11,15,15,11,11,0,0
L1Q-C2,ghz_n12,ring,rz_sx_cx,6,0.0,11,11,15,15,11,11,0,0
L1Q-C3,ghz_n12,ring,rz_sx_cx,6,0.0,11,11,15,15,11,11,0,0
L1Q-C1,ghz_n12,ring,rz_sx_cx,7,0.0,11,11,15,15,11,11,0,0
L1Q-C2,ghz_n12,ring,rz_sx_cx,7,0.0,11,11,15,15,11,11,0,0
L1Q-C3,ghz_n12,ring,rz_sx_cx,7,0.0,11,11,15,15,11,11,0,0
L1Q-C1,ghz_n12,ring,rz_sx_cx,8,0.0,11,11,15,15,11,11,0,0
L1Q-C2,ghz_n12,ring,rz_sx_cx,8,0.0,11,11,15,15,11,11,0,0
L1Q-C3,ghz_n12,ring,rz_sx_cx,8,0.0,11,11,15,15,11,11,0,0
L1Q-C1,ghz_n12,ring,rz_sx_cx,9,0.0,11,11,15,15,11,11,0,0
L1Q-C2,ghz_n12,ring,rz_sx_cx,9,0.0,11,11,15,15,11,11,0,0
L1Q-C3,ghz_n12,ring,rz_sx_cx,9,0.0,11,11,15,15,11,11,0,0
L1Q-C1,ghz_n14,linear,u_cx,0,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,linear,u_cx,0,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,linear,u_cx,0,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,linear,u_cx,1,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,linear,u_cx,1,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,linear,u_cx,1,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,linear,u_cx,2,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,linear,u_cx,2,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,linear,u_cx,2,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,linear,u_cx,3,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,linear,u_cx,3,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,linear,u_cx,3,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,linear,u_cx,4,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,linear,u_cx,4,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,linear,u_cx,4,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,linear,u_cx,5,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,linear,u_cx,5,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,linear,u_cx,5,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,linear,u_cx,6,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,linear,u_cx,6,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,linear,u_cx,6,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,linear,u_cx,7,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,linear,u_cx,7,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,linear,u_cx,7,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,linear,u_cx,8,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,linear,u_cx,8,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,linear,u_cx,8,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,linear,u_cx,9,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,linear,u_cx,9,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,linear,u_cx,9,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,linear,rz_sx_cx,0,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,linear,rz_sx_cx,0,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,linear,rz_sx_cx,0,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,linear,rz_sx_cx,1,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,linear,rz_sx_cx,1,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,linear,rz_sx_cx,1,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,linear,rz_sx_cx,2,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,linear,rz_sx_cx,2,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,linear,rz_sx_cx,2,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,linear,rz_sx_cx,3,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,linear,rz_sx_cx,3,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,linear,rz_sx_cx,3,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,linear,rz_sx_cx,4,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,linear,rz_sx_cx,4,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,linear,rz_sx_cx,4,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,linear,rz_sx_cx,5,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,linear,rz_sx_cx,5,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,linear,rz_sx_cx,5,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,linear,rz_sx_cx,6,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,linear,rz_sx_cx,6,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,linear,rz_sx_cx,6,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,linear,rz_sx_cx,7,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,linear,rz_sx_cx,7,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,linear,rz_sx_cx,7,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,linear,rz_sx_cx,8,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,linear,rz_sx_cx,8,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,linear,rz_sx_cx,8,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,linear,rz_sx_cx,9,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,linear,rz_sx_cx,9,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,linear,rz_sx_cx,9,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,ring,u_cx,0,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,ring,u_cx,0,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,ring,u_cx,0,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,ring,u_cx,1,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,ring,u_cx,1,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,ring,u_cx,1,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,ring,u_cx,2,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,ring,u_cx,2,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,ring,u_cx,2,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,ring,u_cx,3,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,ring,u_cx,3,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,ring,u_cx,3,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,ring,u_cx,4,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,ring,u_cx,4,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,ring,u_cx,4,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,ring,u_cx,5,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,ring,u_cx,5,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,ring,u_cx,5,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,ring,u_cx,6,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,ring,u_cx,6,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,ring,u_cx,6,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,ring,u_cx,7,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,ring,u_cx,7,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,ring,u_cx,7,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,ring,u_cx,8,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,ring,u_cx,8,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,ring,u_cx,8,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,ring,u_cx,9,0.0,13,13,15,15,13,13,0,0
L1Q-C2,ghz_n14,ring,u_cx,9,0.0,13,13,15,15,13,13,0,0
L1Q-C3,ghz_n14,ring,u_cx,9,0.0,13,13,15,15,13,13,0,0
L1Q-C1,ghz_n14,ring,rz_sx_cx,0,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,ring,rz_sx_cx,0,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,ring,rz_sx_cx,0,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,ring,rz_sx_cx,1,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,ring,rz_sx_cx,1,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,ring,rz_sx_cx,1,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,ring,rz_sx_cx,2,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,ring,rz_sx_cx,2,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,ring,rz_sx_cx,2,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,ring,rz_sx_cx,3,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,ring,rz_sx_cx,3,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,ring,rz_sx_cx,3,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,ring,rz_sx_cx,4,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,ring,rz_sx_cx,4,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,ring,rz_sx_cx,4,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,ring,rz_sx_cx,5,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,ring,rz_sx_cx,5,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,ring,rz_sx_cx,5,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,ring,rz_sx_cx,6,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,ring,rz_sx_cx,6,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,ring,rz_sx_cx,6,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,ring,rz_sx_cx,7,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,ring,rz_sx_cx,7,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,ring,rz_sx_cx,7,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,ring,rz_sx_cx,8,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,ring,rz_sx_cx,8,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,ring,rz_sx_cx,8,0.0,13,13,17,17,13,13,0,0
L1Q-C1,ghz_n14,ring,rz_sx_cx,9,0.0,13,13,17,17,13,13,0,0
L1Q-C2,ghz_n14,ring,rz_sx_cx,9,0.0,13,13,17,17,13,13,0,0
L1Q-C3,ghz_n14,ring,rz_sx_cx,9,0.0,13,13,17,17,13,13,0,0
L1Q-C1,he_n6_d3_seed0,linear,u_cx,0,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,u_cx,0,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,linear,u_cx,0,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,u_cx,1,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,u_cx,1,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,linear,u_cx,1,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,u_cx,2,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,u_cx,2,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,linear,u_cx,2,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,u_cx,3,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,u_cx,3,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,linear,u_cx,3,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,u_cx,4,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,u_cx,4,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,linear,u_cx,4,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,u_cx,5,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,u_cx,5,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,linear,u_cx,5,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,u_cx,6,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,u_cx,6,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,linear,u_cx,6,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,u_cx,7,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,u_cx,7,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,linear,u_cx,7,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,u_cx,8,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,u_cx,8,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,linear,u_cx,8,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,u_cx,9,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,u_cx,9,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,linear,u_cx,9,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,rz_sx_cx,0,0.0,15,15,44,40,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,rz_sx_cx,0,0.0,15,15,44,40,9,9,-4,0
L1Q-C3,he_n6_d3_seed0,linear,rz_sx_cx,0,0.0,15,15,44,40,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,rz_sx_cx,1,0.0,15,15,44,40,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,rz_sx_cx,1,0.0,15,15,44,40,9,9,-4,0
L1Q-C3,he_n6_d3_seed0,linear,rz_sx_cx,1,0.0,15,15,44,40,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,rz_sx_cx,2,0.0,15,15,44,40,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,rz_sx_cx,2,0.0,15,15,44,40,9,9,-4,0
L1Q-C3,he_n6_d3_seed0,linear,rz_sx_cx,2,0.0,15,15,44,40,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,rz_sx_cx,3,0.0,15,15,44,40,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,rz_sx_cx,3,0.0,15,15,44,40,9,9,-4,0
L1Q-C3,he_n6_d3_seed0,linear,rz_sx_cx,3,0.0,15,15,44,40,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,rz_sx_cx,4,0.0,15,15,44,40,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,rz_sx_cx,4,0.0,15,15,44,40,9,9,-4,0
L1Q-C3,he_n6_d3_seed0,linear,rz_sx_cx,4,0.0,15,15,44,40,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,rz_sx_cx,5,0.0,15,15,44,40,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,rz_sx_cx,5,0.0,15,15,44,40,9,9,-4,0
L1Q-C3,he_n6_d3_seed0,linear,rz_sx_cx,5,0.0,15,15,44,40,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,rz_sx_cx,6,0.0,15,15,44,40,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,rz_sx_cx,6,0.0,15,15,44,40,9,9,-4,0
L1Q-C3,he_n6_d3_seed0,linear,rz_sx_cx,6,0.0,15,15,44,40,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,rz_sx_cx,7,0.0,15,15,44,40,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,rz_sx_cx,7,0.0,15,15,44,40,9,9,-4,0
L1Q-C3,he_n6_d3_seed0,linear,rz_sx_cx,7,0.0,15,15,44,40,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,rz_sx_cx,8,0.0,15,15,44,40,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,rz_sx_cx,8,0.0,15,15,44,40,9,9,-4,0
L1Q-C3,he_n6_d3_seed0,linear,rz_sx_cx,8,0.0,15,15,44,40,9,9,0,0
L1Q-C1,he_n6_d3_seed0,linear,rz_sx_cx,9,0.0,15,15,44,40,9,9,0,0
L1Q-C2,he_n6_d3_seed0,linear,rz_sx_cx,9,0.0,15,15,44,40,9,9,-4,0
L1Q-C3,he_n6_d3_seed0,linear,rz_sx_cx,9,0.0,15,15,44,40,9,9,0,0
L1Q-C1,he_n6_d3_seed0,ring,u_cx,0,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,ring,u_cx,0,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,ring,u_cx,0,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,ring,u_cx,1,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,ring,u_cx,1,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,ring,u_cx,1,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,ring,u_cx,2,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,ring,u_cx,2,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,ring,u_cx,2,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,ring,u_cx,3,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,ring,u_cx,3,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,ring,u_cx,3,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,ring,u_cx,4,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,ring,u_cx,4,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,ring,u_cx,4,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,ring,u_cx,5,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,ring,u_cx,5,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,ring,u_cx,5,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,ring,u_cx,6,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,ring,u_cx,6,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,ring,u_cx,6,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,ring,u_cx,7,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,ring,u_cx,7,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,ring,u_cx,7,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,ring,u_cx,8,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,ring,u_cx,8,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,ring,u_cx,8,0.0,15,15,13,16,9,9,0,0
L1Q-C1,he_n6_d3_seed0,ring,u_cx,9,0.0,15,15,13,16,9,9,0,0
L1Q-C2,he_n6_d3_seed0,ring,u_cx,9,0.0,15,15,13,16,9,9,3,1
L1Q-C3,he_n6_d3_seed0,ring,u_cx,9,0.0,15,15,13,16,9,9,0,0
