claim_id,instance_id,l1_regime,shots,sim_seed,noise_regime,delta,p1_expected_cut,p2_expected_cut,margin,preserves_direction
COMB-C1,er_n10_p0.2_seed3,default-low,1024,2,ideal,0.0,2.263671875,2.375,0.111328125,1
COMB-C2,er_n10_p0.2_seed3,default-low,1024,2,ideal,0.01,2.263671875,2.375,0.111328125,1
COMB-C3,er_n10_p0.2_seed3,default-low,1024,2,ideal,0.05,2.263671875,2.375,0.111328125,1
COMB-C1,er_n10_p0.2_seed3,default-low,1024,2,depol-medium,0.0,2.4228515625,2.4990234375,0.076171875,1
COMB-C2,er_n10_p0.2_seed3,default-low,1024,2,depol-medium,0.01,2.4228515625,2.4990234375,0.076171875,1
COMB-C3,er_n10_p0.2_seed3,default-low,1024,2,depol-medium,0.05,2.4228515625,2.4990234375,0.076171875,1
COMB-C1,er_n10_p0.2_seed3,default-low,1024,2,depol-high,0.0,2.6162109375,2.7001953125,0.083984375,1
COMB-C2,er_n10_p0.2_seed3,default-low,1024,2,depol-high,0.01,2.6162109375,2.7001953125,0.083984375,1
COMB-C3,er_n10_p0.2_seed3,default-low,1024,2,depol-high,0.05,2.6162109375,2.7001953125,0.083984375,1
COMB-C1,er_n10_p0.2_seed3,sabre-mid,512,0,ideal,0.0,2.26171875,2.3671875,0.10546875,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,512,0,ideal,0.01,2.26171875,2.3671875,0.10546875,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,512,0,ideal,0.05,2.26171875,2.3671875,0.10546875,1
COMB-C1,er_n10_p0.2_seed3,sabre-mid,512,0,depol-medium,0.0,2.421875,2.44921875,0.02734375,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,512,0,depol-medium,0.01,2.421875,2.44921875,0.02734375,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,512,0,depol-medium,0.05,2.421875,2.44921875,0.02734375,0
COMB-C1,er_n10_p0.2_seed3,sabre-mid,512,0,depol-high,0.0,2.6171875,2.638671875,0.021484375,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,512,0,depol-high,0.01,2.6171875,2.638671875,0.021484375,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,512,0,depol-high,0.05,2.6171875,2.638671875,0.021484375,0
COMB-C1,er_n10_p0.2_seed3,sabre-mid,512,1,ideal,0.0,2.25390625,2.380859375,0.126953125,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,512,1,ideal,0.01,2.25390625,2.380859375,0.126953125,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,512,1,ideal,0.05,2.25390625,2.380859375,0.126953125,1
COMB-C1,er_n10_p0.2_seed3,sabre-mid,512,1,depol-medium,0.0,2.421875,2.455078125,0.033203125,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,512,1,depol-medium,0.01,2.421875,2.455078125,0.033203125,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,512,1,depol-medium,0.05,2.421875,2.455078125,0.033203125,0
COMB-C1,er_n10_p0.2_seed3,sabre-mid,512,1,depol-high,0.0,2.6171875,2.64453125,0.02734375,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,512,1,depol-high,0.01,2.6171875,2.64453125,0.02734375,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,512,1,depol-high,0.05,2.6171875,2.64453125,0.02734375,0
COMB-C1,er_n10_p0.2_seed3,sabre-mid,512,2,ideal,0.0,2.251953125,2.416015625,0.1640625,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,512,2,ideal,0.01,2.251953125,2.416015625,0.1640625,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,512,2,ideal,0.05,2.251953125,2.416015625,0.1640625,1
COMB-C1,er_n10_p0.2_seed3,sabre-mid,512,2,depol-medium,0.0,2.421875,2.447265625,0.025390625,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,512,2,depol-medium,0.01,2.421875,2.447265625,0.025390625,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,512,2,depol-medium,0.05,2.421875,2.447265625,0.025390625,0
COMB-C1,er_n10_p0.2_seed3,sabre-mid,512,2,depol-high,0.0,2.6171875,2.63671875,0.01953125,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,512,2,depol-high,0.01,2.6171875,2.63671875,0.01953125,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,512,2,depol-high,0.05,2.6171875,2.63671875,0.01953125,0
COMB-C1,er_n10_p0.2_seed3,sabre-mid,1024,0,ideal,0.0,2.234375,2.3837890625,0.1494140625,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,1024,0,ideal,0.01,2.234375,2.3837890625,0.1494140625,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,1024,0,ideal,0.05,2.234375,2.3837890625,0.1494140625,1
COMB-C1,er_n10_p0.2_seed3,sabre-mid,1024,0,depol-medium,0.0,2.4384765625,2.458984375,0.0205078125,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,1024,0,depol-medium,0.01,2.4384765625,2.458984375,0.0205078125,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,1024,0,depol-medium,0.05,2.4384765625,2.458984375,0.0205078125,0
COMB-C1,er_n10_p0.2_seed3,sabre-mid,1024,0,depol-high,0.0,2.5927734375,2.6298828125,0.037109375,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,1024,0,depol-high,0.01,2.5927734375,2.6298828125,0.037109375,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,1024,0,depol-high,0.05,2.5927734375,2.6298828125,0.037109375,0
COMB-C1,er_n10_p0.2_seed3,sabre-mid,1024,1,ideal,0.0,2.26171875,2.37890625,0.1171875,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,1024,1,ideal,0.01,2.26171875,2.37890625,0.1171875,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,1024,1,ideal,0.05,2.26171875,2.37890625,0.1171875,1
COMB-C1,er_n10_p0.2_seed3,sabre-mid,1024,1,depol-medium,0.0,2.44140625,2.462890625,0.021484375,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,1024,1,depol-medium,0.01,2.44140625,2.462890625,0.021484375,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,1024,1,depol-medium,0.05,2.44140625,2.462890625,0.021484375,0
COMB-C1,er_n10_p0.2_seed3,sabre-mid,1024,1,depol-high,0.0,2.595703125,2.6337890625,0.0380859375,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,1024,1,depol-high,0.01,2.595703125,2.6337890625,0.0380859375,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,1024,1,depol-high,0.05,2.595703125,2.6337890625,0.0380859375,0
COMB-C1,er_n10_p0.2_seed3,sabre-mid,1024,2,ideal,0.0,2.263671875,2.375,0.111328125,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,1024,2,ideal,0.01,2.263671875,2.375,0.111328125,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,1024,2,ideal,0.05,2.263671875,2.375,0.111328125,1
COMB-C1,er_n10_p0.2_seed3,sabre-mid,1024,2,depol-medium,0.0,2.44140625,2.4609375,0.01953125,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,1024,2,depol-medium,0.01,2.44140625,2.4609375,0.01953125,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,1024,2,depol-medium,0.05,2.44140625,2.4609375,0.01953125,0
COMB-C1,er_n10_p0.2_seed3,sabre-mid,1024,2,depol-high,0.0,2.595703125,2.6318359375,0.0361328125,1
COMB-C2,er_n10_p0.2_seed3,sabre-mid,1024,2,depol-high,0.01,2.595703125,2.6318359375,0.0361328125,1
COMB-C3,er_n10_p0.2_seed3,sabre-mid,1024,2,depol-high,0.05,2.595703125,2.6318359375,0.0361328125,0
COMB-C1,er_n10_p0.2_seed3,dense-high,512,0,ideal,0.0,2.26171875,2.3671875,0.10546875,1
COMB-C2,er_n10_p0.2_seed3,dense-high,512,0,ideal,0.01,2.26171875,2.3671875,0.10546875,1
COMB-C3,er_n10_p0.2_seed3,dense-high,512,0,ideal,0.05,2.26171875,2.3671875,0.10546875,1
COMB-C1,er_n10_p0.2_seed3,dense-high,512,0,depol-medium,0.0,2.421875,2.44921875,0.02734375,1
COMB-C2,er_n10_p0.2_seed3,dense-high,512,0,depol-medium,0.01,2.421875,2.44921875,0.02734375,1
COMB-C3,er_n10_p0.2_seed3,dense-high,512,0,depol-medium,0.05,2.421875,2.44921875,0.02734375,0
COMB-C1,er_n10_p0.2_seed3,dense-high,512,0,depol-high,0.0,2.6171875,2.638671875,0.021484375,1
COMB-C2,er_n10_p0.2_seed3,dense-high,512,0,depol-high,0.01,2.6171875,2.638671875,0.021484375,1
COMB-C3,er_n10_p0.2_seed3,dense-high,512,0,depol-high,0.05,2.6171875,2.638671875,0.021484375,0
COMB-C1,er_n10_p0.2_seed3,dense-high,512,1,ideal,0.0,2.25390625,2.380859375,0.126953125,1
COMB-C2,er_n10_p0.2_seed3,dense-high,512,1,ideal,0.01,2.25390625,2.380859375,0.126953125,1
COMB-C3,er_n10_p0.2_seed3,dense-high,512,1,ideal,0.05,2.25390625,2.380859375,0.126953125,1
COMB-C1,er_n10_p0.2_seed3,dense-high,512,1,depol-medium,0.0,2.421875,2.455078125,0.033203125,1
COMB-C2,er_n10_p0.2_seed3,dense-high,512,1,depol-medium,0.01,2.421875,2.455078125,0.033203125,1
COMB-C3,er_n10_p0.2_seed3,dense-high,512,1,depol-medium,0.05,2.421875,2.455078125,0.033203125,0
COMB-C1,er_n10_p0.2_seed3,dense-high,512,1,depol-high,0.0,2.6171875,2.64453125,0.02734375,1
COMB-C2,er_n10_p0.2_seed3,dense-high,512,1,depol-high,0.01,2.6171875,2.64453125,0.02734375,1
COMB-C3,er_n10_p0.2_seed3,dense-high,512,1,depol-high,0.05,2.6171875,2.64453125,0.02734375,0
COMB-C1,er_n10_p0.2_seed3,dense-high,512,2,ideal,0.0,2.251953125,2.416015625,0.1640625,1
COMB-C2,er_n10_p0.2_seed3,dense-high,512,2,ideal,0.01,2.251953125,2.416015625,0.1640625,1
COMB-C3,er_n10_p0.2_seed3,dense-high,512,2,ideal,0.05,2.251953125,2.416015625,0.1640625,1
COMB-C1,er_n10_p0.2_seed3,dense-high,512,2,depol-medium,0.0,2.421875,2.447265625,0.025390625,1
COMB-C2,er_n10_p0.2_seed3,dense-high,512,2,depol-medium,0.01,2.421875,2.447265625,0.025390625,1
COMB-C3,er_n10_p0.2_seed3,dense-high,512,2,depol-medium,0.05,2.421875,2.447265625,0.025390625,0
COMB-C1,er_n10_p0.2_seed3,dense-high,512,2,depol-high,0.0,2.6171875,2.63671875,0.01953125,1
COMB-C2,er_n10_p0.2_seed3,dense-high,512,2,depol-high,0.01,2.6171875,2.63671875,0.01953125,1
COMB-C3,er_n10_p0.2_seed3,dense-high,512,2,depol-high,0.05,2.6171875,2.63671875,0.01953125,0
COMB-C1,er_n10_p0.2_seed3,dense-high,1024,0,ideal,0.0,2.234375,2.3837890625,0.1494140625,1
COMB-C2,er_n10_p0.2_seed3,dense-high,1024,0,ideal,0.01,2.234375,2.3837890625,0.1494140625,1
COMB-C3,er_n10_p0.2_seed3,dense-high,1024,0,ideal,0.05,2.234375,2.3837890625,0.1494140625,1
COMB-C1,er_n10_p0.2_seed3,dense-high,1024,0,depol-medium,0.0,2.4384765625,2.458984375,0.0205078125,1
COMB-C2,er_n10_p0.2_seed3,dense-high,1024,0,depol-medium,0.01,2.4384765625,2.458984375,0.0205078125,1
COMB-C3,er_n10_p0.2_seed3,dense-high,1024,0,depol-medium,0.05,2.4384765625,2.458984375,0.0205078125,0
COMB-C1,er_n10_p0.2_seed3,dense-high,1024,0,depol-high,0.0,2.5927734375,2.6298828125,0.037109375,1
COMB-C2,er_n10_p0.2_seed3,dense-high,1024,0,depol-high,0.01,2.5927734375,2.6298828125,0.037109375,1
COMB-C3,er_n10_p0.2_seed3,dense-high,1024,0,depol-high,0.05,2.5927734375,2.6298828125,0.037109375,0
COMB-C1,er_n10_p0.2_seed3,dense-high,1024,1,ideal,0.0,2.26171875,2.37890625,0.1171875,1
COMB-C2,er_n10_p0.2_seed3,dense-high,1024,1,ideal,0.01,2.26171875,2.37890625,0.1171875,1
COMB-C3,er_n10_p0.2_seed3,dense-high,1024,1,ideal,0.05,2.26171875,2.37890625,0.1171875,1
COMB-C1,er_n10_p0.2_seed3,dense-high,1024,1,depol-medium,0.0,2.44140625,2.462890625,0.021484375,1
