claim_id,instance_id,optimizer,init_seed,delta,p1_best_expected_cut,p2_best_expected_cut,p1_n_evals,p2_n_evals,margin,preserves_direction
ALGO-C3,er_n8_p0.3_seed0,Powell,5,0.05,3.5744006471375114,3.7543803075552,62,326,0.17997966041768843,1
ALGO-C1,er_n8_p0.3_seed0,Powell,6,0.0,3.574400647137518,3.8992793223441558,64,164,0.3248786752066377,1
ALGO-C2,er_n8_p0.3_seed0,Powell,6,0.01,3.574400647137518,3.8992793223441558,64,164,0.3248786752066377,1
ALGO-C3,er_n8_p0.3_seed0,Powell,6,0.05,3.574400647137518,3.8992793223441558,64,164,0.3248786752066377,1
ALGO-C1,er_n8_p0.3_seed0,Powell,7,0.0,3.574400645548578,3.83050593470848,72,310,0.25610528915990205,1
ALGO-C2,er_n8_p0.3_seed0,Powell,7,0.01,3.574400645548578,3.83050593470848,72,310,0.25610528915990205,1
ALGO-C3,er_n8_p0.3_seed0,Powell,7,0.05,3.574400645548578,3.83050593470848,72,310,0.25610528915990205,1
ALGO-C1,er_n8_p0.3_seed0,Powell,8,0.0,3.574400629742707,3.7544447950142588,45,442,0.18004416527155165,1
ALGO-C2,er_n8_p0.3_seed0,Powell,8,0.01,3.574400629742707,3.7544447950142588,45,442,0.18004416527155165,1
ALGO-C3,er_n8_p0.3_seed0,Powell,8,0.05,3.574400629742707,3.7544447950142588,45,442,0.18004416527155165,1
ALGO-C1,er_n8_p0.3_seed0,Powell,9,0.0,3.57440064579414,3.754425618669594,64,404,0.18002497287545394,1
ALGO-C2,er_n8_p0.3_seed0,Powell,9,0.01,3.57440064579414,3.754425618669594,64,404,0.18002497287545394,1
ALGO-C3,er_n8_p0.3_seed0,Powell,9,0.05,3.57440064579414,3.754425618669594,64,404,0.18002497287545394,1
ALGO-C1,er_n8_p0.3_seed1,COBYLA,0,0.0,5.958993285702229,7.316332383939547,30,30,1.3573390982373175,1
ALGO-C2,er_n8_p0.3_seed1,COBYLA,0,0.01,5.958993285702229,7.316332383939547,30,30,1.3573390982373175,1
ALGO-C3,er_n8_p0.3_seed1,COBYLA,0,0.05,5.958993285702229,7.316332383939547,30,30,1.3573390982373175,1
ALGO-C1,er_n8_p0.3_seed1,COBYLA,1,0.0,5.957419259164306,5.939812347317375,30,30,-0.017606911846931084,0
ALGO-C2,er_n8_p0.3_seed1,COBYLA,1,0.01,5.957419259164306,5.939812347317375,30,30,-0.017606911846931084,0
ALGO-C3,er_n8_p0.3_seed1,COBYLA,1,0.05,5.957419259164306,5.939812347317375,30,30,-0.017606911846931084,0
ALGO-C1,er_n8_p0.3_seed1,COBYLA,2,0.0,5.956686276299231,7.348229966687219,30,30,1.391543690387988,1
ALGO-C2,er_n8_p0.3_seed1,COBYLA,2,0.01,5.956686276299231,7.348229966687219,30,30,1.391543690387988,1
ALGO-C3,er_n8_p0.3_seed1,COBYLA,2,0.05,5.956686276299231,7.348229966687219,30,30,1.391543690387988,1
ALGO-C1,er_n8_p0.3_seed1,COBYLA,3,0.0,7.348126083688715,7.359071955432609,30,30,0.010945871743893498,1
ALGO-C2,er_n8_p0.3_seed1,COBYLA,3,0.01,7.348126083688715,7.359071955432609,30,30,0.010945871743893498,1
ALGO-C3,er_n8_p0.3_seed1,COBYLA,3,0.05,7.348126083688715,7.359071955432609,30,30,0.010945871743893498,0
ALGO-C1,er_n8_p0.3_seed1,COBYLA,4,0.0,7.348126384275848,7.345867224438955,30,30,-0.0022591598368935095,0
ALGO-C2,er_n8_p0.3_seed1,COBYLA,4,0.01,7.348126384275848,7.345867224438955,30,30,-0.0022591598368935095,0
ALGO-C3,er_n8_p0.3_seed1,COBYLA,4,0.05,7.348126384275848,7.345867224438955,30,30,-0.0022591598368935095,0
ALGO-C1,er_n8_p0.3_seed1,COBYLA,5,0.0,5.9578806506862385,7.833077001074087,30,30,1.8751963503878484,1
ALGO-C2,er_n8_p0.3_seed1,COBYLA,5,0.01,5.9578806506862385,7.833077001074087,30,30,1.8751963503878484,1
ALGO-C3,er_n8_p0.3_seed1,COBYLA,5,0.05,5.9578806506862385,7.833077001074087,30,30,1.8751963503878484,1
ALGO-C1,er_n8_p0.3_seed1,COBYLA,6,0.0,5.95900179012707,7.352501155749534,30,30,1.3934993656224641,1
ALGO-C2,er_n8_p0.3_seed1,COBYLA,6,0.01,5.95900179012707,7.352501155749534,30,30,1.3934993656224641,1
ALGO-C3,er_n8_p0.3_seed1,COBYLA,6,0.05,5.95900179012707,7.352501155749534,30,30,1.3934993656224641,1
ALGO-C1,er_n8_p0.3_seed1,COBYLA,7,0.0,5.958830718375413,5.995287262591303,30,30,0.03645654421588951,1
ALGO-C2,er_n8_p0.3_seed1,COBYLA,7,0.01,5.958830718375413,5.995287262591303,30,30,0.03645654421588951,1
ALGO-C3,er_n8_p0.3_seed1,COBYLA,7,0.05,5.958830718375413,5.995287262591303,30,30,0.03645654421588951,0
ALGO-C1,er_n8_p0.3_seed1,COBYLA,8,0.0,5.955533021490616,5.959612047159244,30,30,0.004079025668628056,1
ALGO-C2,er_n8_p0.3_seed1,COBYLA,8,0.01,5.955533021490616,5.959612047159244,30,30,0.004079025668628056,0
ALGO-C3,er_n8_p0.3_seed1,COBYLA,8,0.05,5.955533021490616,5.959612047159244,30,30,0.004079025668628056,0
ALGO-C1,er_n8_p0.3_seed1,COBYLA,9,0.0,7.3481252526841825,7.346774421303533,30,30,-0.0013508313806491756,0
ALGO-C2,er_n8_p0.3_seed1,COBYLA,9,0.01,7.3481252526841825,7.346774421303533,30,30,-0.0013508313806491756,0
ALGO-C3,er_n8_p0.3_seed1,COBYLA,9,0.05,7.3481252526841825,7.346774421303533,30,30,-0.0013508313806491756,0
ALGO-C1,er_n8_p0.3_seed1,Nelder-Mead,0,0.0,5.959001940557105,7.03410784341226,41,47,1.0751059028551548,1
ALGO-C2,er_n8_p0.3_seed1,Nelder-Mead,0,0.01,5.959001940557105,7.03410784341226,41,47,1.0751059028551548,1
ALGO-C3,er_n8_p0.3_seed1,Nelder-Mead,0,0.05,5.959001940557105,7.03410784341226,41,47,1.0751059028551548,1
ALGO-C1,er_n8_p0.3_seed1,Nelder-Mead,1,0.0,5.958970507443656,6.020767889269084,57,53,0.06179738182542849,1
ALGO-C2,er_n8_p0.3_seed1,Nelder-Mead,1,0.01,5.958970507443656,6.020767889269084,57,53,0.06179738182542849,1
ALGO-C3,er_n8_p0.3_seed1,Nelder-Mead,1,0.05,5.958970507443656,6.020767889269084,57,53,0.06179738182542849,1
ALGO-C1,er_n8_p0.3_seed1,Nelder-Mead,2,0.0,5.959001899488253,5.9982916631543235,47,53,0.039289763666070066,1
ALGO-C2,er_n8_p0.3_seed1,Nelder-Mead,2,0.01,5.959001899488253,5.9982916631543235,47,53,0.039289763666070066,1
ALGO-C3,er_n8_p0.3_seed1,Nelder-Mead,2,0.05,5.959001899488253,5.9982916631543235,47,53,0.039289763666070066,0
ALGO-C1,er_n8_p0.3_seed1,Nelder-Mead,3,0.0,7.348123267513835,7.606514480021231,54,56,0.25839121250739616,1
ALGO-C2,er_n8_p0.3_seed1,Nelder-Mead,3,0.01,7.348123267513835,7.606514480021231,54,56,0.25839121250739616,1
ALGO-C3,er_n8_p0.3_seed1,Nelder-Mead,3,0.05,7.348123267513835,7.606514480021231,54,56,0.25839121250739616,1
ALGO-C1,er_n8_p0.3_seed1,Nelder-Mead,4,0.0,7.3481241391646686,7.082423381493903,49,53,-0.26570075767076595,0
ALGO-C2,er_n8_p0.3_seed1,Nelder-Mead,4,0.01,7.3481241391646686,7.082423381493903,49,53,-0.26570075767076595,0
ALGO-C3,er_n8_p0.3_seed1,Nelder-Mead,4,0.05,7.3481241391646686,7.082423381493903,49,53,-0.26570075767076595,0
ALGO-C1,er_n8_p0.3_seed1,Nelder-Mead,5,0.0,5.959001859669741,6.224795898378537,45,53,0.2657940387087958,1
ALGO-C2,er_n8_p0.3_seed1,Nelder-Mead,5,0.01,5.959001859669741,6.224795898378537,45,53,0.2657940387087958,1
ALGO-C3,er_n8_p0.3_seed1,Nelder-Mead,5,0.05,5.959001859669741,6.224795898378537,45,53,0.2657940387087958,1
ALGO-C1,er_n8_p0.3_seed1,Nelder-Mead,6,0.0,5.959001988779178,5.9786659929454675,48,55,0.019664004166289217,1
ALGO-C2,er_n8_p0.3_seed1,Nelder-Mead,6,0.01,5.959001988779178,5.9786659929454675,48,55,0.019664004166289217,1
ALGO-C3,er_n8_p0.3_seed1,Nelder-Mead,6,0.05,5.959001988779178,5.9786659929454675,48,55,0.019664004166289217,0
ALGO-C1,er_n8_p0.3_seed1,Nelder-Mead,7,0.0,5.9590015702001935,5.995134590591252,44,53,0.036133020391058146,1
ALGO-C2,er_n8_p0.3_seed1,Nelder-Mead,7,0.01,5.9590015702001935,5.995134590591252,44,53,0.036133020391058146,1
ALGO-C3,er_n8_p0.3_seed1,Nelder-Mead,7,0.05,5.9590015702001935,5.995134590591252,44,53,0.036133020391058146,0
ALGO-C1,er_n8_p0.3_seed1,Nelder-Mead,8,0.0,5.959001851675668,5.959384237388384,46,51,0.00038238571271520527,1
ALGO-C2,er_n8_p0.3_seed1,Nelder-Mead,8,0.01,5.959001851675668,5.959384237388384,46,51,0.00038238571271520527,0
ALGO-C3,er_n8_p0.3_seed1,Nelder-Mead,8,0.05,5.959001851675668,5.959384237388384,46,51,0.00038238571271520527,0
ALGO-C1,er_n8_p0.3_seed1,Nelder-Mead,9,0.0,7.348124548497281,7.70696665329795,59,51,0.3588421048006696,1
ALGO-C2,er_n8_p0.3_seed1,Nelder-Mead,9,0.01,7.348124548497281,7.70696665329795,59,51,0.3588421048006696,1
ALGO-C3,er_n8_p0.3_seed1,Nelder-Mead,9,0.05,7.348124548497281,7.70696665329795,59,51,0.3588421048006696,1
ALGO-C1,er_n8_p0.3_seed1,Powell,0,0.0,5.959001683021436,7.901224516799081,48,248,1.9422228337776453,1
ALGO-C2,er_n8_p0.3_seed1,Powell,0,0.01,5.959001683021436,7.901224516799081,48,248,1.9422228337776453,1
ALGO-C3,er_n8_p0.3_seed1,Powell,0,0.05,5.959001683021436,7.901224516799081,48,248,1.9422228337776453,1
ALGO-C1,er_n8_p0.3_seed1,Powell,1,0.0,7.348126476182425,7.731081172078157,88,205,0.38295469589573194,1
ALGO-C2,er_n8_p0.3_seed1,Powell,1,0.01,7.348126476182425,7.731081172078157,88,205,0.38295469589573194,1
ALGO-C3,er_n8_p0.3_seed1,Powell,1,0.05,7.348126476182425,7.731081172078157,88,205,0.38295469589573194,1
ALGO-C1,er_n8_p0.3_seed1,Powell,2,0.0,7.348123317613136,7.353260999800304,40,168,0.0051376821871675915,1
ALGO-C2,er_n8_p0.3_seed1,Powell,2,0.01,7.348123317613136,7.353260999800304,40,168,0.0051376821871675915,0
ALGO-C3,er_n8_p0.3_seed1,Powell,2,0.05,7.348123317613136,7.353260999800304,40,168,0.0051376821871675915,0
ALGO-C1,er_n8_p0.3_seed1,Powell,3,0.0,5.959002153278315,7.353451050797922,93,128,1.3944488975196068,1
ALGO-C2,er_n8_p0.3_seed1,Powell,3,0.01,5.959002153278315,7.353451050797922,93,128,1.3944488975196068,1
ALGO-C3,er_n8_p0.3_seed1,Powell,3,0.05,5.959002153278315,7.353451050797922,93,128,1.3944488975196068,1
ALGO-C1,er_n8_p0.3_seed1,Powell,4,0.0,7.348126476123919,7.34936854485026,70,131,0.001242068726341472,1
ALGO-C2,er_n8_p0.3_seed1,Powell,4,0.01,7.348126476123919,7.34936854485026,70,131,0.001242068726341472,0
ALGO-C3,er_n8_p0.3_seed1,Powell,4,0.05,7.348126476123919,7.34936854485026,70,131,0.001242068726341472,0
ALGO-C1,er_n8_p0.3_seed1,Powell,5,0.0,7.348126476182429,7.821303553789539,68,373,0.4731770776071098,1
ALGO-C2,er_n8_p0.3_seed1,Powell,5,0.01,7.348126476182429,7.821303553789539,68,373,0.4731770776071098,1
ALGO-C3,er_n8_p0.3_seed1,Powell,5,0.05,7.348126476182429,7.821303553789539,68,373,0.4731770776071098,1
ALGO-C1,er_n8_p0.3_seed1,Powell,6,0.0,7.348126476182706,7.901201042739984,71,174,0.553074566557278,1
ALGO-C2,er_n8_p0.3_seed1,Powell,6,0.01,7.348126476182706,7.901201042739984,71,174,0.553074566557278,1
ALGO-C3,er_n8_p0.3_seed1,Powell,6,0.05,7.348126476182706,7.901201042739984,71,174,0.553074566557278,1
ALGO-C1,er_n8_p0.3_seed1,Powell,7,0.0,7.348126476180421,5.995303262275399,64,125,-1.3528232139050225,0
ALGO-C2,er_n8_p0.3_seed1,Powell,7,0.01,7.348126476180421,5.995303262275399,64,125,-1.3528232139050225,0
ALGO-C3,er_n8_p0.3_seed1,Powell,7,0.05,7.348126476180421,5.995303262275399,64,125,-1.3528232139050225,0
ALGO-C1,er_n8_p0.3_seed1,Powell,8,0.0,7.34812645822997,7.8212997565481155,59,294,0.47317329831814536,1
ALGO-C2,er_n8_p0.3_seed1,Powell,8,0.01,7.34812645822997,7.8212997565481155,59,294,0.47317329831814536,1
ALGO-C3,er_n8_p0.3_seed1,Powell,8,0.05,7.34812645822997,7.8212997565481155,59,294,0.47317329831814536,1
ALGO-C1,er_n8_p0.3_seed1,Powell,9,0.0,7.348126471331205,7.901182837995672,70,380,0.5530563666644674,1
ALGO-C2,er_n8_p0.3_seed1,Powell,9,0.01,7.348126471331205,7.901182837995672,70,380,0.5530563666644674,1
ALGO-C3,er_n8_p0.3_seed1,Powell,9,0.05,7.348126471331205,7.901182837995672,70,380,0.5530563666644674,1
ALGO-C1,er_n8_p0.3_seed2,COBYLA,0,0.0,3.2751251047498706,4.868227610826551,30,30,1.5931025060766806,1
ALGO-C2,er_n8_p0.3_seed2,COBYLA,0,0.01,3.2751251047498706,4.868227610826551,30,30,1.5931025060766806,1
ALGO-C3,er_n8_p0.3_seed2,COBYLA,0,0.05,3.2751251047498706,4.868227610826551,30,30,1.5931025060766806,1
ALGO-C1,er_n8_p0.3_seed2,COBYLA,1,0.0,3.2751239128781635,4.972589173115349,30,30,1.6974652602371854,1
ALGO-C2,er_n8_p0.3_seed2,COBYLA,1,0.01,3.2751239128781635,4.972589173115349,30,30,1.6974652602371854,1
ALGO-C3,er_n8_p0.3_seed2,COBYLA,1,0.05,3.2751239128781635,4.972589173115349,30,30,1.6974652602371854,1
ALGO-C1,er_n8_p0.3_seed2,COBYLA,2,0.0,4.463112662321778,5.003364152875365,30,30,0.5402514905535876,1
ALGO-C2,er_n8_p0.3_seed2,COBYLA,2,0.01,4.463112662321778,5.003364152875365,30,30,0.5402514905535876,1
ALGO-C3,er_n8_p0.3_seed2,COBYLA,2,0.05,4.463112662321778,5.003364152875365,30,30,0.5402514905535876,1
ALGO-C1,er_n8_p0.3_seed2,COBYLA,3,0.0,4.463129208690313,4.793957836702861,30,30,0.3308286280125472,1
ALGO-C2,er_n8_p0.3_seed2,COBYLA,3,0.01,4.463129208690313,4.793957836702861,30,30,0.3308286280125472,1
ALGO-C3,er_n8_p0.3_seed2,COBYLA,3,0.05,4.463129208690313,4.793957836702861,30,30,0.3308286280125472,1
ALGO-C1,er_n8_p0.3_seed2,COBYLA,4,0.0,4.46312936202773,4.842072802773463,30,30,0.37894344074573283,1
ALGO-C2,er_n8_p0.3_seed2,COBYLA,4,0.01,4.46312936202773,4.842072802773463,30,30,0.37894344074573283,1
ALGO-C3,er_n8_p0.3_seed2,COBYLA,4,0.05,4.46312936202773,4.842072802773463,30,30,0.37894344074573283,1
ALGO-C1,er_n8_p0.3_seed2,COBYLA,5,0.0,4.4631293788943,4.76575332817352,30,30,0.3026239492792193,1
ALGO-C2,er_n8_p0.3_seed2,COBYLA,5,0.01,4.4631293788943,4.76575332817352,30,30,0.3026239492792193,1
ALGO-C3,er_n8_p0.3_seed2,COBYLA,5,0.05,4.4631293788943,4.76575332817352,30,30,0.3026239492792193,1
ALGO-C1,er_n8_p0.3_seed2,COBYLA,6,0.0,3.275124675528135,4.975562488855179,30,30,1.7004378133270435,1
ALGO-C2,er_n8_p0.3_seed2,COBYLA,6,0.01,3.275124675528135,4.975562488855179,30,30,1.7004378133270435,1
ALGO-C3,er_n8_p0.3_seed2,COBYLA,6,0.05,3.275124675528135,4.975562488855179,30,30,1.7004378133270435,1
ALGO-C1,er_n8_p0.3_seed2,COBYLA,7,0.0,3.2751069197771536,4.459673179940699,30,30,1.1845662601635456,1
ALGO-C2,er_n8_p0.3_seed2,COBYLA,7,0.01,3.2751069197771536,4.459673179940699,30,30,1.1845662601635456,1
ALGO-C3,er_n8_p0.3_seed2,COBYLA,7,0.05,3.2751069197771536,4.459673179940699,30,30,1.1845662601635456,1
ALGO-C1,er_n8_p0.3_seed2,COBYLA,8,0.0,4.4631209872074695,3.5150677628244007,30,30,-0.9480532243830688,0
ALGO-C2,er_n8_p0.3_seed2,COBYLA,8,0.01,4.4631209872074695,3.5150677628244007,30,30,-0.9480532243830688,0
ALGO-C3,er_n8_p0.3_seed2,COBYLA,8,0.05,4.4631209872074695,3.5150677628244007,30,30,-0.9480532243830688,0
ALGO-C1,er_n8_p0.3_seed2,COBYLA,9,0.0,4.4631257442509025,4.872770299898677,30,30,0.40964455564777413,1
ALGO-C2,er_n8_p0.3_seed2,COBYLA,9,0.01,4.4631257442509025,4.872770299898677,30,30,0.40964455564777413,1
ALGO-C3,er_n8_p0.3_seed2,COBYLA,9,0.05,4.4631257442509025,4.872770299898677,30,30,0.40964455564777413,1
ALGO-C1,er_n8_p0.3_seed2,Nelder-Mead,0,0.0,3.2751244587332335,4.585761803448164,54,51,1.3106373447149302,1
ALGO-C2,er_n8_p0.3_seed2,Nelder-Mead,0,0.01,3.2751244587332335,4.585761803448164,54,51,1.3106373447149302,1
ALGO-C3,er_n8_p0.3_seed2,Nelder-Mead,0,0.05,3.2751244587332335,4.585761803448164,54,51,1.3106373447149302,1
ALGO-C1,er_n8_p0.3_seed2,Nelder-Mead,1,0.0,3.2751240199938403,3.4091577678742437,42,51,0.13403374788040345,1
ALGO-C2,er_n8_p0.3_seed2,Nelder-Mead,1,0.01,3.2751240199938403,3.4091577678742437,42,51,0.13403374788040345,1
ALGO-C3,er_n8_p0.3_seed2,Nelder-Mead,1,0.05,3.2751240199938403,3.4091577678742437,42,51,0.13403374788040345,1
ALGO-C1,er_n8_p0.3_seed2,Nelder-Mead,2,0.0,4.4631292593151715,4.441524890312321,53,55,-0.021604369002850454,0
ALGO-C2,er_n8_p0.3_seed2,Nelder-Mead,2,0.01,4.4631292593151715,4.441524890312321,53,55,-0.021604369002850454,0
ALGO-C3,er_n8_p0.3_seed2,Nelder-Mead,2,0.05,4.4631292593151715,4.441524890312321,53,55,-0.021604369002850454,0
ALGO-C1,er_n8_p0.3_seed2,Nelder-Mead,3,0.0,4.463127640356117,4.8705313147865334,58,50,0.4074036744304168,1
ALGO-C2,er_n8_p0.3_seed2,Nelder-Mead,3,0.01,4.463127640356117,4.8705313147865334,58,50,0.4074036744304168,1
ALGO-C3,er_n8_p0.3_seed2,Nelder-Mead,3,0.05,4.463127640356117,4.8705313147865334,58,50,0.4074036744304168,1
ALGO-C1,er_n8_p0.3_seed2,Nelder-Mead,4,0.0,4.463128583375588,4.7126078600814765,48,51,0.24947927670588843,1
ALGO-C2,er_n8_p0.3_seed2,Nelder-Mead,4,0.01,4.463128583375588,4.7126078600814765,48,51,0.24947927670588843,1
ALGO-C3,er_n8_p0.3_seed2,Nelder-Mead,4,0.05,4.463128583375588,4.7126078600814765,48,51,0.24947927670588843,1
ALGO-C1,er_n8_p0.3_seed2,Nelder-Mead,5,0.0,4.463126795850091,4.692744631025887,47,59,0.22961783517579626,1
ALGO-C2,er_n8_p0.3_seed2,Nelder-Mead,5,0.01,4.463126795850091,4.692744631025887,47,59,0.22961783517579626,1
ALGO-C3,er_n8_p0.3_seed2,Nelder-Mead,5,0.05,4.463126795850091,4.692744631025887,47,59,0.22961783517579626,1
ALGO-C1,er_n8_p0.3_seed2,Nelder-Mead,6,0.0,3.27512498954845,4.7339719433917935,39,53,1.4588469538433433,1
ALGO-C2,er_n8_p0.3_seed2,Nelder-Mead,6,0.01,3.27512498954845,4.7339719433917935,39,53,1.4588469538433433,1
ALGO-C3,er_n8_p0.3_seed2,Nelder-Mead,6,0.05,3.27512498954845,4.7339719433917935,39,53,1.4588469538433433,1
ALGO-C1,er_n8_p0.3_seed2,Nelder-Mead,7,0.0,3.2751248053661106,3.8826274832458205,45,52,0.6075026778797099,1
ALGO-C2,er_n8_p0.3_seed2,Nelder-Mead,7,0.01,3.2751248053661106,3.8826274832458205,45,52,0.6075026778797099,1
ALGO-C3,er_n8_p0.3_seed2,Nelder-Mead,7,0.05,3.2751248053661106,3.8826274832458205,45,52,0.6075026778797099,1
ALGO-C1,er_n8_p0.3_seed2,Nelder-Mead,8,0.0,4.4631289300359835,3.542091580968994,55,51,-0.9210373490669896,0
ALGO-C2,er_n8_p0.3_seed2,Nelder-Mead,8,0.01,4.4631289300359835,3.542091580968994,55,51,-0.9210373490669896,0
ALGO-C3,er_n8_p0.3_seed2,Nelder-Mead,8,0.05,4.4631289300359835,3.542091580968994,55,51,-0.9210373490669896,0
ALGO-C1,er_n8_p0.3_seed2,Nelder-Mead,9,0.0,4.463127015019545,4.869316743922481,59,58,0.4061897289029366,1
ALGO-C2,er_n8_p0.3_seed2,Nelder-Mead,9,0.01,4.463127015019545,4.869316743922481,59,58,0.4061897289029366,1
ALGO-C3,er_n8_p0.3_seed2,Nelder-Mead,9,0.05,4.463127015019545,4.869316743922481,59,58,0.4061897289029366,1
ALGO-C1,er_n8_p0.3_seed2,Powell,0,0.0,4.463129474970662,5.001632587945322,65,199,0.5385031129746594,1
ALGO-C2,er_n8_p0.3_seed2,Powell,0,0.01,4.463129474970662,5.001632587945322,65,199,0.5385031129746594,1
ALGO-C3,er_n8_p0.3_seed2,Powell,0,0.05,4.463129474970662,5.001632587945322,65,199,0.5385031129746594,1
ALGO-C1,er_n8_p0.3_seed2,Powell,1,0.0,4.463129475166634,5.028400313813702,66,157,0.5652708386470673,1
ALGO-C2,er_n8_p0.3_seed2,Powell,1,0.01,4.463129475166634,5.028400313813702,66,157,0.5652708386470673,1
ALGO-C3,er_n8_p0.3_seed2,Powell,1,0.05,4.463129475166634,5.028400313813702,66,157,0.5652708386470673,1
ALGO-C1,er_n8_p0.3_seed2,Powell,2,0.0,4.463129475059821,4.538729229072932,43,217,0.07559975401311103,1
ALGO-C2,er_n8_p0.3_seed2,Powell,2,0.01,4.463129475059821,4.538729229072932,43,217,0.07559975401311103,1
ALGO-C3,er_n8_p0.3_seed2,Powell,2,0.05,4.463129475059821,4.538729229072932,43,217,0.07559975401311103,1
ALGO-C1,er_n8_p0.3_seed2,Powell,3,0.0,4.463129325893768,4.538360954725125,59,170,0.07523162883135637,1
ALGO-C2,er_n8_p0.3_seed2,Powell,3,0.01,4.463129325893768,4.538360954725125,59,170,0.07523162883135637,1
ALGO-C3,er_n8_p0.3_seed2,Powell,3,0.05,4.463129325893768,4.538360954725125,59,170,0.07523162883135637,1
ALGO-C1,er_n8_p0.3_seed2,Powell,4,0.0,4.463128731290559,5.028393943361811,69,200,0.5652652120712522,1
ALGO-C2,er_n8_p0.3_seed2,Powell,4,0.01,4.463128731290559,5.028393943361811,69,200,0.5652652120712522,1
ALGO-C3,er_n8_p0.3_seed2,Powell,4,0.05,4.463128731290559,5.028393943361811,69,200,0.5652652120712522,1
ALGO-C1,er_n8_p0.3_seed2,Powell,5,0.0,4.463129455275608,4.68006604817093,59,412,0.21693659289532263,1
ALGO-C2,er_n8_p0.3_seed2,Powell,5,0.01,4.463129455275608,4.68006604817093,59,412,0.21693659289532263,1
ALGO-C3,er_n8_p0.3_seed2,Powell,5,0.05,4.463129455275608,4.68006604817093,59,412,0.21693659289532263,1
ALGO-C1,er_n8_p0.3_seed2,Powell,6,0.0,4.463129474661426,4.7688054025817515,65,136,0.3056759279203254,1
ALGO-C2,er_n8_p0.3_seed2,Powell,6,0.01,4.463129474661426,4.7688054025817515,65,136,0.3056759279203254,1
ALGO-C3,er_n8_p0.3_seed2,Powell,6,0.05,4.463129474661426,4.7688054025817515,65,136,0.3056759279203254,1
ALGO-C1,er_n8_p0.3_seed2,Powell,7,0.0,4.463129282892192,4.877025609029764,53,322,0.4138963261375723,1
ALGO-C2,er_n8_p0.3_seed2,Powell,7,0.01,4.463129282892192,4.877025609029764,53,322,0.4138963261375723,1
ALGO-C3,er_n8_p0.3_seed2,Powell,7,0.05,4.463129282892192,4.877025609029764,53,322,0.4138963261375723,1
ALGO-C1,er_n8_p0.3_seed2,Powell,8,0.0,4.4631294751171655,4.680131183049591,61,261,0.21700170793242535,1
ALGO-C2,er_n8_p0.3_seed2,Powell,8,0.01,4.4631294751171655,4.680131183049591,61,261,0.21700170793242535,1
ALGO-C3,er_n8_p0.3_seed2,Powell,8,0.05,4.4631294751171655,4.680131183049591,61,261,0.21700170793242535,1
ALGO-C1,er_n8_p0.3_seed2,Powell,9,0.0,4.463129468524267,4.641401135333235,62,174,0.17827166680896855,1
ALGO-C2,er_n8_p0.3_seed2,Powell,9,0.01,4.463129468524267,4.641401135333235,62,174,0.17827166680896855,1
ALGO-C3,er_n8_p0.3_seed2,Powell,9,0.05,4.463129468524267,4.641401135333235,62,174,0.17827166680896855,1
ALGO-C1,er_n8_p0.3_seed3,COBYLA,0,0.0,4.128267420967707,5.8992559345145095,30,30,1.7709885135468024,1
ALGO-C2,er_n8_p0.3_seed3,COBYLA,0,0.01,4.128267420967707,5.8992559345145095,30,30,1.7709885135468024,1
ALGO-C3,er_n8_p0.3_seed3,COBYLA,0,0.05,4.128267420967707,5.8992559345145095,30,30,1.7709885135468024,1
ALGO-C1,er_n8_p0.3_seed3,COBYLA,1,0.0,4.128267388280859,4.127142906819562,30,30,-0.0011244814612973997,0
ALGO-C2,er_n8_p0.3_seed3,COBYLA,1,0.01,4.128267388280859,4.127142906819562,30,30,-0.0011244814612973997,0
ALGO-C3,er_n8_p0.3_seed3,COBYLA,1,0.05,4.128267388280859,4.127142906819562,30,30,-0.0011244814612973997,0
ALGO-C1,er_n8_p0.3_seed3,COBYLA,2,0.0,5.886096333042716,5.880091799814043,30,30,-0.006004533228673559,0
ALGO-C2,er_n8_p0.3_seed3,COBYLA,2,0.01,5.886096333042716,5.880091799814043,30,30,-0.006004533228673559,0
ALGO-C3,er_n8_p0.3_seed3,COBYLA,2,0.05,5.886096333042716,5.880091799814043,30,30,-0.006004533228673559,0
ALGO-C1,er_n8_p0.3_seed3,COBYLA,3,0.0,5.886096081431797,5.888719229777448,30,30,0.0026231483456511384,1
ALGO-C2,er_n8_p0.3_seed3,COBYLA,3,0.01,5.886096081431797,5.888719229777448,30,30,0.0026231483456511384,0
ALGO-C3,er_n8_p0.3_seed3,COBYLA,3,0.05,5.886096081431797,5.888719229777448,30,30,0.0026231483456511384,0
ALGO-C1,er_n8_p0.3_seed3,COBYLA,4,0.0,5.886097202227488,5.8854768341593156,30,30,-0.0006203680681720058,0
ALGO-C2,er_n8_p0.3_seed3,COBYLA,4,0.01,5.886097202227488,5.8854768341593156,30,30,-0.0006203680681720058,0
ALGO-C3,er_n8_p0.3_seed3,COBYLA,4,0.05,5.886097202227488,5.8854768341593156,30,30,-0.0006203680681720058,0
ALGO-C1,er_n8_p0.3_seed3,COBYLA,5,0.0,5.886088818271927,6.608885831693566,30,30,0.7227970134216397,1
ALGO-C2,er_n8_p0.3_seed3,COBYLA,5,0.01,5.886088818271927,6.608885831693566,30,30,0.7227970134216397,1
ALGO-C3,er_n8_p0.3_seed3,COBYLA,5,0.05,5.886088818271927,6.608885831693566,30,30,0.7227970134216397,1
