claim_id,instance_id,noise_regime,delta,p1_expected_cut,p2_expected_cut,margin,preserves_direction
L3-C3,er_n10_p0.3_seed2,depol-low,0.05,4.0400390625,4.6171875,0.5771484375,1
L3-C1,er_n10_p0.3_seed2,depol-medium,0.0,4.0810546875,4.6748046875,0.59375,1
L3-C2,er_n10_p0.3_seed2,depol-medium,0.01,4.0810546875,4.6748046875,0.59375,1
L3-C3,er_n10_p0.3_seed2,depol-medium,0.05,4.0810546875,4.6748046875,0.59375,1
L3-C1,er_n10_p0.3_seed2,depol-high,0.0,4.234375,4.720703125,0.486328125,1
L3-C2,er_n10_p0.3_seed2,depol-high,0.01,4.234375,4.720703125,0.486328125,1
L3-C3,er_n10_p0.3_seed2,depol-high,0.05,4.234375,4.720703125,0.486328125,1
L3-C1,er_n10_p0.3_seed2,readout-heavy,0.0,4.3115234375,4.720703125,0.4091796875,1
L3-C2,er_n10_p0.3_seed2,readout-heavy,0.01,4.3115234375,4.720703125,0.4091796875,1
L3-C3,er_n10_p0.3_seed2,readout-heavy,0.05,4.3115234375,4.720703125,0.4091796875,1
L3-C1,er_n10_p0.3_seed2,two-qubit-heavy,0.0,4.1396484375,4.701171875,0.5615234375,1
L3-C2,er_n10_p0.3_seed2,two-qubit-heavy,0.01,4.1396484375,4.701171875,0.5615234375,1
L3-C3,er_n10_p0.3_seed2,two-qubit-heavy,0.05,4.1396484375,4.701171875,0.5615234375,1
L3-C1,er_n10_p0.3_seed3,ideal,0.0,5.2197265625,5.390625,0.1708984375,1
L3-C2,er_n10_p0.3_seed3,ideal,0.01,5.2197265625,5.390625,0.1708984375,1
L3-C3,er_n10_p0.3_seed3,ideal,0.05,5.2197265625,5.390625,0.1708984375,1
L3-C1,er_n10_p0.3_seed3,depol-low,0.0,5.330078125,5.49609375,0.166015625,1
L3-C2,er_n10_p0.3_seed3,depol-low,0.01,5.330078125,5.49609375,0.166015625,1
L3-C3,er_n10_p0.3_seed3,depol-low,0.05,5.330078125,5.49609375,0.166015625,1
L3-C1,er_n10_p0.3_seed3,depol-medium,0.0,5.3056640625,5.4462890625,0.140625,1
L3-C2,er_n10_p0.3_seed3,depol-medium,0.01,5.3056640625,5.4462890625,0.140625,1
L3-C3,er_n10_p0.3_seed3,depol-medium,0.05,5.3056640625,5.4462890625,0.140625,1
L3-C1,er_n10_p0.3_seed3,depol-high,0.0,5.345703125,5.47265625,0.126953125,1
L3-C2,er_n10_p0.3_seed3,depol-high,0.01,5.345703125,5.47265625,0.126953125,1
L3-C3,er_n10_p0.3_seed3,depol-high,0.05,5.345703125,5.47265625,0.126953125,1
L3-C1,er_n10_p0.3_seed3,readout-heavy,0.0,5.375,5.5244140625,0.1494140625,1
L3-C2,er_n10_p0.3_seed3,readout-heavy,0.01,5.375,5.5244140625,0.1494140625,1
L3-C3,er_n10_p0.3_seed3,readout-heavy,0.05,5.375,5.5244140625,0.1494140625,1
L3-C1,er_n10_p0.3_seed3,two-qubit-heavy,0.0,5.359375,5.5009765625,0.1416015625,1
L3-C2,er_n10_p0.3_seed3,two-qubit-heavy,0.01,5.359375,5.5009765625,0.1416015625,1
L3-C3,er_n10_p0.3_seed3,two-qubit-heavy,0.05,5.359375,5.5009765625,0.1416015625,1
L3-C1,er_n10_p0.3_seed4,ideal,0.0,6.53515625,6.244140625,-0.291015625,0
L3-C2,er_n10_p0.3_seed4,ideal,0.01,6.53515625,6.244140625,-0.291015625,0
L3-C3,er_n10_p0.3_seed4,ideal,0.05,6.53515625,6.244140625,-0.291015625,0
L3-C1,er_n10_p0.3_seed4,depol-low,0.0,6.5537109375,6.279296875,-0.2744140625,0
L3-C2,er_n10_p0.3_seed4,depol-low,0.01,6.5537109375,6.279296875,-0.2744140625,0
L3-C3,er_n10_p0.3_seed4,depol-low,0.05,6.5537109375,6.279296875,-0.2744140625,0
L3-C1,er_n10_p0.3_seed4,depol-medium,0.0,6.6064453125,6.3720703125,-0.234375,0
L3-C2,er_n10_p0.3_seed4,depol-medium,0.01,6.6064453125,6.3720703125,-0.234375,0
L3-C3,er_n10_p0.3_seed4,depol-medium,0.05,6.6064453125,6.3720703125,-0.234375,0
L3-C1,er_n10_p0.3_seed4,depol-high,0.0,6.6318359375,6.572265625,-0.0595703125,0
L3-C2,er_n10_p0.3_seed4,depol-high,0.01,6.6318359375,6.572265625,-0.0595703125,0
L3-C3,er_n10_p0.3_seed4,depol-high,0.05,6.6318359375,6.572265625,-0.0595703125,0
L3-C1,er_n10_p0.3_seed4,readout-heavy,0.0,6.6982421875,6.521484375,-0.1767578125,0
L3-C2,er_n10_p0.3_seed4,readout-heavy,0.01,6.6982421875,6.521484375,-0.1767578125,0
L3-C3,er_n10_p0.3_seed4,readout-heavy,0.05,6.6982421875,6.521484375,-0.1767578125,0
L3-C1,er_n10_p0.3_seed4,two-qubit-heavy,0.0,6.62890625,6.51953125,-0.109375,0
L3-C2,er_n10_p0.3_seed4,two-qubit-heavy,0.01,6.62890625,6.51953125,-0.109375,0
L3-C3,er_n10_p0.3_seed4,two-qubit-heavy,0.05,6.62890625,6.51953125,-0.109375,0
L3-C1,er_n10_p0.4_seed0,ideal,0.0,5.6767578125,5.8974609375,0.220703125,1
L3-C2,er_n10_p0.4_seed0,ideal,0.01,5.6767578125,5.8974609375,0.220703125,1
L3-C3,er_n10_p0.4_seed0,ideal,0.05,5.6767578125,5.8974609375,0.220703125,1
L3-C1,er_n10_p0.4_seed0,depol-low,0.0,5.6298828125,5.8173828125,0.1875,1
L3-C2,er_n10_p0.4_seed0,depol-low,0.01,5.6298828125,5.8173828125,0.1875,1
L3-C3,er_n10_p0.4_seed0,depol-low,0.05,5.6298828125,5.8173828125,0.1875,1
L3-C1,er_n10_p0.4_seed0,depol-medium,0.0,5.654296875,5.794921875,0.140625,1
L3-C2,er_n10_p0.4_seed0,depol-medium,0.01,5.654296875,5.794921875,0.140625,1
L3-C3,er_n10_p0.4_seed0,depol-medium,0.05,5.654296875,5.794921875,0.140625,1
L3-C1,er_n10_p0.4_seed0,depol-high,0.0,5.728515625,5.919921875,0.19140625,1
L3-C2,er_n10_p0.4_seed0,depol-high,0.01,5.728515625,5.919921875,0.19140625,1
L3-C3,er_n10_p0.4_seed0,depol-high,0.05,5.728515625,5.919921875,0.19140625,1
L3-C1,er_n10_p0.4_seed0,readout-heavy,0.0,5.7275390625,5.87890625,0.1513671875,1
L3-C2,er_n10_p0.4_seed0,readout-heavy,0.01,5.7275390625,5.87890625,0.1513671875,1
L3-C3,er_n10_p0.4_seed0,readout-heavy,0.05,5.7275390625,5.87890625,0.1513671875,1
L3-C1,er_n10_p0.4_seed0,two-qubit-heavy,0.0,5.677734375,5.8076171875,0.1298828125,1
L3-C2,er_n10_p0.4_seed0,two-qubit-heavy,0.01,5.677734375,5.8076171875,0.1298828125,1
L3-C3,er_n10_p0.4_seed0,two-qubit-heavy,0.05,5.677734375,5.8076171875,0.1298828125,1
L3-C1,er_n10_p0.4_seed1,ideal,0.0,9.6630859375,9.9443359375,0.28125,1
L3-C2,er_n10_p0.4_seed1,ideal,0.01,9.6630859375,9.9443359375,0.28125,1
L3-C3,er_n10_p0.4_seed1,ideal,0.05,9.6630859375,9.9443359375,0.28125,1
L3-C1,er_n10_p0.4_seed1,depol-low,0.0,9.7431640625,10.044921875,0.3017578125,1
L3-C2,er_n10_p0.4_seed1,depol-low,0.01,9.7431640625,10.044921875,0.3017578125,1
L3-C3,er_n10_p0.4_seed1,depol-low,0.05,9.7431640625,10.044921875,0.3017578125,1
L3-C1,er_n10_p0.4_seed1,depol-medium,0.0,9.794921875,10.0068359375,0.2119140625,1
L3-C2,er_n10_p0.4_seed1,depol-medium,0.01,9.794921875,10.0068359375,0.2119140625,1
L3-C3,er_n10_p0.4_seed1,depol-medium,0.05,9.794921875,10.0068359375,0.2119140625,1
L3-C1,er_n10_p0.4_seed1,depol-high,0.0,9.796875,10.0283203125,0.2314453125,1
L3-C2,er_n10_p0.4_seed1,depol-high,0.01,9.796875,10.0283203125,0.2314453125,1
L3-C3,er_n10_p0.4_seed1,depol-high,0.05,9.796875,10.0283203125,0.2314453125,1
L3-C1,er_n10_p0.4_seed1,readout-heavy,0.0,9.8076171875,10.0693359375,0.26171875,1
L3-C2,er_n10_p0.4_seed1,readout-heavy,0.01,9.8076171875,10.0693359375,0.26171875,1
L3-C3,er_n10_p0.4_seed1,readout-heavy,0.05,9.8076171875,10.0693359375,0.26171875,1
L3-C1,er_n10_p0.4_seed1,two-qubit-heavy,0.0,9.7890625,9.986328125,0.197265625,1
L3-C2,er_n10_p0.4_seed1,two-qubit-heavy,0.01,9.7890625,9.986328125,0.197265625,1
L3-C3,er_n10_p0.4_seed1,two-qubit-heavy,0.05,9.7890625,9.986328125,0.197265625,1
L3-C1,er_n10_p0.4_seed2,ideal,0.0,8.1044921875,7.982421875,-0.1220703125,0
L3-C2,er_n10_p0.4_seed2,ideal,0.01,8.1044921875,7.982421875,-0.1220703125,0
L3-C3,er_n10_p0.4_seed2,ideal,0.05,8.1044921875,7.982421875,-0.1220703125,0
L3-C1,er_n10_p0.4_seed2,depol-low,0.0,8.015625,7.876953125,-0.138671875,0
L3-C2,er_n10_p0.4_seed2,depol-low,0.01,8.015625,7.876953125,-0.138671875,0
L3-C3,er_n10_p0.4_seed2,depol-low,0.05,8.015625,7.876953125,-0.138671875,0
L3-C1,er_n10_p0.4_seed2,depol-medium,0.0,8.0361328125,7.8837890625,-0.15234375,0
L3-C2,er_n10_p0.4_seed2,depol-medium,0.01,8.0361328125,7.8837890625,-0.15234375,0
L3-C3,er_n10_p0.4_seed2,depol-medium,0.05,8.0361328125,7.8837890625,-0.15234375,0
L3-C1,er_n10_p0.4_seed2,depol-high,0.0,8.0439453125,7.8681640625,-0.17578125,0
L3-C2,er_n10_p0.4_seed2,depol-high,0.01,8.0439453125,7.8681640625,-0.17578125,0
L3-C3,er_n10_p0.4_seed2,depol-high,0.05,8.0439453125,7.8681640625,-0.17578125,0
L3-C1,er_n10_p0.4_seed2,readout-heavy,0.0,8.0556640625,7.8681640625,-0.1875,0
L3-C2,er_n10_p0.4_seed2,readout-heavy,0.01,8.0556640625,7.8681640625,-0.1875,0
L3-C3,er_n10_p0.4_seed2,readout-heavy,0.05,8.0556640625,7.8681640625,-0.1875,0
L3-C1,er_n10_p0.4_seed2,two-qubit-heavy,0.0,8.0673828125,7.8896484375,-0.177734375,0
L3-C2,er_n10_p0.4_seed2,two-qubit-heavy,0.01,8.0673828125,7.8896484375,-0.177734375,0
L3-C3,er_n10_p0.4_seed2,two-qubit-heavy,0.05,8.0673828125,7.8896484375,-0.177734375,0
L3-C1,er_n10_p0.4_seed3,ideal,0.0,7.5244140625,7.3994140625,-0.125,0
L3-C2,er_n10_p0.4_seed3,ideal,0.01,7.5244140625,7.3994140625,-0.125,0
L3-C3,er_n10_p0.4_seed3,ideal,0.05,7.5244140625,7.3994140625,-0.125,0
L3-C1,er_n10_p0.4_seed3,depol-low,0.0,7.474609375,7.384765625,-0.08984375,0
L3-C2,er_n10_p0.4_seed3,depol-low,0.01,7.474609375,7.384765625,-0.08984375,0
L3-C3,er_n10_p0.4_seed3,depol-low,0.05,7.474609375,7.384765625,-0.08984375,0
L3-C1,er_n10_p0.4_seed3,depol-medium,0.0,7.4638671875,7.4482421875,-0.015625,0
L3-C2,er_n10_p0.4_seed3,depol-medium,0.01,7.4638671875,7.4482421875,-0.015625,0
L3-C3,er_n10_p0.4_seed3,depol-medium,0.05,7.4638671875,7.4482421875,-0.015625,0
L3-C1,er_n10_p0.4_seed3,depol-high,0.0,7.474609375,7.560546875,0.0859375,1
L3-C2,er_n10_p0.4_seed3,depol-high,0.01,7.474609375,7.560546875,0.0859375,1
L3-C3,er_n10_p0.4_seed3,depol-high,0.05,7.474609375,7.560546875,0.0859375,1
L3-C1,er_n10_p0.4_seed3,readout-heavy,0.0,7.4677734375,7.5029296875,0.03515625,1
L3-C2,er_n10_p0.4_seed3,readout-heavy,0.01,7.4677734375,7.5029296875,0.03515625,1
L3-C3,er_n10_p0.4_seed3,readout-heavy,0.05,7.4677734375,7.5029296875,0.03515625,0
L3-C1,er_n10_p0.4_seed3,two-qubit-heavy,0.0,7.4814453125,7.46484375,-0.0166015625,0
L3-C2,er_n10_p0.4_seed3,two-qubit-heavy,0.01,7.4814453125,7.46484375,-0.0166015625,0
L3-C3,er_n10_p0.4_seed3,two-qubit-heavy,0.05,7.4814453125,7.46484375,-0.0166015625,0
L3-C1,er_n10_p0.4_seed4,ideal,0.0,8.0615234375,8.1064453125,0.044921875,1
L3-C2,er_n10_p0.4_seed4,ideal,0.01,8.0615234375,8.1064453125,0.044921875,1
L3-C3,er_n10_p0.4_seed4,ideal,0.05,8.0615234375,8.1064453125,0.044921875,0
L3-C1,er_n10_p0.4_seed4,depol-low,0.0,8.1083984375,8.1328125,0.0244140625,1
L3-C2,er_n10_p0.4_seed4,depol-low,0.01,8.1083984375,8.1328125,0.0244140625,1
L3-C3,er_n10_p0.4_seed4,depol-low,0.05,8.1083984375,8.1328125,0.0244140625,0
L3-C1,er_n10_p0.4_seed4,depol-medium,0.0,8.1044921875,8.115234375,0.0107421875,1
L3-C2,er_n10_p0.4_seed4,depol-medium,0.01,8.1044921875,8.115234375,0.0107421875,1
L3-C3,er_n10_p0.4_seed4,depol-medium,0.05,8.1044921875,8.115234375,0.0107421875,0
L3-C1,er_n10_p0.4_seed4,depol-high,0.0,8.2041015625,8.2119140625,0.0078125,1
L3-C2,er_n10_p0.4_seed4,depol-high,0.01,8.2041015625,8.2119140625,0.0078125,0
L3-C3,er_n10_p0.4_seed4,depol-high,0.05,8.2041015625,8.2119140625,0.0078125,0
L3-C1,er_n10_p0.4_seed4,readout-heavy,0.0,8.2275390625,8.173828125,-0.0537109375,0
L3-C2,er_n10_p0.4_seed4,readout-heavy,0.01,8.2275390625,8.173828125,-0.0537109375,0
L3-C3,er_n10_p0.4_seed4,readout-heavy,0.05,8.2275390625,8.173828125,-0.0537109375,0
L3-C1,er_n10_p0.4_seed4,two-qubit-heavy,0.0,8.091796875,8.1943359375,0.1025390625,1
L3-C2,er_n10_p0.4_seed4,two-qubit-heavy,0.01,8.091796875,8.1943359375,0.1025390625,1
L3-C3,er_n10_p0.4_seed4,two-qubit-heavy,0.05,8.091796875,8.1943359375,0.1025390625,1
L3-C1,er_n12_p0.2_seed0,ideal,0.0,1.55078125,2.2451171875,0.6943359375,1
L3-C2,er_n12_p0.2_seed0,ideal,0.01,1.55078125,2.2451171875,0.6943359375,1
L3-C3,er_n12_p0.2_seed0,ideal,0.05,1.55078125,2.2451171875,0.6943359375,1
L3-C1,er_n12_p0.2_seed0,depol-low,0.0,1.5712890625,2.26171875,0.6904296875,1
L3-C2,er_n12_p0.2_seed0,depol-low,0.01,1.5712890625,2.26171875,0.6904296875,1
L3-C3,er_n12_p0.2_seed0,depol-low,0.05,1.5712890625,2.26171875,0.6904296875,1
L3-C1,er_n12_p0.2_seed0,depol-medium,0.0,1.64453125,2.3505859375,0.7060546875,1
L3-C2,er_n12_p0.2_seed0,depol-medium,0.01,1.64453125,2.3505859375,0.7060546875,1
L3-C3,er_n12_p0.2_seed0,depol-medium,0.05,1.64453125,2.3505859375,0.7060546875,1
L3-C1,er_n12_p0.2_seed0,depol-high,0.0,1.833984375,2.5048828125,0.6708984375,1
L3-C2,er_n12_p0.2_seed0,depol-high,0.01,1.833984375,2.5048828125,0.6708984375,1
L3-C3,er_n12_p0.2_seed0,depol-high,0.05,1.833984375,2.5048828125,0.6708984375,1
L3-C1,er_n12_p0.2_seed0,readout-heavy,0.0,1.91796875,2.5185546875,0.6005859375,1
L3-C2,er_n12_p0.2_seed0,readout-heavy,0.01,1.91796875,2.5185546875,0.6005859375,1
L3-C3,er_n12_p0.2_seed0,readout-heavy,0.05,1.91796875,2.5185546875,0.6005859375,1
L3-C1,er_n12_p0.2_seed0,two-qubit-heavy,0.0,1.751953125,2.52734375,0.775390625,1
L3-C2,er_n12_p0.2_seed0,two-qubit-heavy,0.01,1.751953125,2.52734375,0.775390625,1
L3-C3,er_n12_p0.2_seed0,two-qubit-heavy,0.05,1.751953125,2.52734375,0.775390625,1
L3-C1,er_n12_p0.2_seed1,ideal,0.0,4.7626953125,5.5166015625,0.75390625,1
L3-C2,er_n12_p0.2_seed1,ideal,0.01,4.7626953125,5.5166015625,0.75390625,1
L3-C3,er_n12_p0.2_seed1,ideal,0.05,4.7626953125,5.5166015625,0.75390625,1
L3-C1,er_n12_p0.2_seed1,depol-low,0.0,4.7822265625,5.4931640625,0.7109375,1
L3-C2,er_n12_p0.2_seed1,depol-low,0.01,4.7822265625,5.4931640625,0.7109375,1
L3-C3,er_n12_p0.2_seed1,depol-low,0.05,4.7822265625,5.4931640625,0.7109375,1
L3-C1,er_n12_p0.2_seed1,depol-medium,0.0,4.8505859375,5.525390625,0.6748046875,1
L3-C2,er_n12_p0.2_seed1,depol-medium,0.01,4.8505859375,5.525390625,0.6748046875,1
L3-C3,er_n12_p0.2_seed1,depol-medium,0.05,4.8505859375,5.525390625,0.6748046875,1
L3-C1,er_n12_p0.2_seed1,depol-high,0.0,5.0263671875,5.61328125,0.5869140625,1
L3-C2,er_n12_p0.2_seed1,depol-high,0.01,5.0263671875,5.61328125,0.5869140625,1
L3-C3,er_n12_p0.2_seed1,depol-high,0.05,5.0263671875,5.61328125,0.5869140625,1
L3-C1,er_n12_p0.2_seed1,readout-heavy,0.0,5.0927734375,5.6162109375,0.5234375,1
L3-C2,er_n12_p0.2_seed1,readout-heavy,0.01,5.0927734375,5.6162109375,0.5234375,1
L3-C3,er_n12_p0.2_seed1,readout-heavy,0.05,5.0927734375,5.6162109375,0.5234375,1
L3-C1,er_n12_p0.2_seed1,two-qubit-heavy,0.0,4.96484375,5.609375,0.64453125,1
L3-C2,er_n12_p0.2_seed1,two-qubit-heavy,0.01,4.96484375,5.609375,0.64453125,1
L3-C3,er_n12_p0.2_seed1,two-qubit-heavy,0.05,4.96484375,5.609375,0.64453125,1
L3-C1,er_n12_p0.2_seed2,ideal,0.0,4.060546875,3.85546875,-0.205078125,0
L3-C2,er_n12_p0.2_seed2,ideal,0.01,4.060546875,3.85546875,-0.205078125,0
L3-C3,er_n12_p0.2_seed2,ideal,0.05,4.060546875,3.85546875,-0.205078125,0
L3-C1,er_n12_p0.2_seed2,depol-low,0.0,4.0703125,3.8623046875,-0.2080078125,0
L3-C2,er_n12_p0.2_seed2,depol-low,0.01,4.0703125,3.8623046875,-0.2080078125,0
L3-C3,er_n12_p0.2_seed2,depol-low,0.05,4.0703125,3.8623046875,-0.2080078125,0
L3-C1,er_n12_p0.2_seed2,depol-medium,0.0,4.0927734375,3.9716796875,-0.12109375,0
L3-C2,er_n12_p0.2_seed2,depol-medium,0.01,4.0927734375,3.9716796875,-0.12109375,0
L3-C3,er_n12_p0.2_seed2,depol-medium,0.05,4.0927734375,3.9716796875,-0.12109375,0
L3-C1,er_n12_p0.2_seed2,depol-high,0.0,4.212890625,4.166015625,-0.046875,0
L3-C2,er_n12_p0.2_seed2,depol-high,0.01,4.212890625,4.166015625,-0.046875,0
L3-C3,er_n12_p0.2_seed2,depol-high,0.05,4.212890625,4.166015625,-0.046875,0
L3-C1,er_n12_p0.2_seed2,readout-heavy,0.0,4.2783203125,4.1650390625,-0.11328125,0
L3-C2,er_n12_p0.2_seed2,readout-heavy,0.01,4.2783203125,4.1650390625,-0.11328125,0
L3-C3,er_n12_p0.2_seed2,readout-heavy,0.05,4.2783203125,4.1650390625,-0.11328125,0
L3-C1,er_n12_p0.2_seed2,two-qubit-heavy,0.0,4.1259765625,4.1708984375,0.044921875,1
L3-C2,er_n12_p0.2_seed2,two-qubit-heavy,0.01,4.1259765625,4.1708984375,0.044921875,1
L3-C3,er_n12_p0.2_seed2,two-qubit-heavy,0.05,4.1259765625,4.1708984375,0.044921875,0
L3-C1,er_n12_p0.2_seed3,ideal,0.0,3.57421875,4.5283203125,0.9541015625,1
L3-C2,er_n12_p0.2_seed3,ideal,0.01,3.57421875,4.5283203125,0.9541015625,1
L3-C3,er_n12_p0.2_seed3,ideal,0.05,3.57421875,4.5283203125,0.9541015625,1
L3-C1,er_n12_p0.2_seed3,depol-low,0.0,3.607421875,4.455078125,0.84765625,1
L3-C2,er_n12_p0.2_seed3,depol-low,0.01,3.607421875,4.455078125,0.84765625,1
L3-C3,er_n12_p0.2_seed3,depol-low,0.05,3.607421875,4.455078125,0.84765625,1
L3-C1,er_n12_p0.2_seed3,depol-medium,0.0,3.6455078125,4.451171875,0.8056640625,1
L3-C2,er_n12_p0.2_seed3,depol-medium,0.01,3.6455078125,4.451171875,0.8056640625,1
L3-C3,er_n12_p0.2_seed3,depol-medium,0.05,3.6455078125,4.451171875,0.8056640625,1
L3-C1,er_n12_p0.2_seed3,depol-high,0.0,3.7578125,4.4833984375,0.7255859375,1
L3-C2,er_n12_p0.2_seed3,depol-high,0.01,3.7578125,4.4833984375,0.7255859375,1
L3-C3,er_n12_p0.2_seed3,depol-high,0.05,3.7578125,4.4833984375,0.7255859375,1
L3-C1,er_n12_p0.2_seed3,readout-heavy,0.0,3.81640625,4.486328125,0.669921875,1
L3-C2,er_n12_p0.2_seed3,readout-heavy,0.01,3.81640625,4.486328125,0.669921875,1
L3-C3,er_n12_p0.2_seed3,readout-heavy,0.05,3.81640625,4.486328125,0.669921875,1
L3-C1,er_n12_p0.2_seed3,two-qubit-heavy,0.0,3.6669921875,4.3857421875,0.71875,1
L3-C2,er_n12_p0.2_seed3,two-qubit-heavy,0.01,3.6669921875,4.3857421875,0.71875,1
L3-C3,er_n12_p0.2_seed3,two-qubit-heavy,0.05,3.6669921875,4.3857421875,0.71875,1
L3-C1,er_n12_p0.2_seed4,ideal,0.0,6.02734375,6.521484375,0.494140625,1
L3-C2,er_n12_p0.2_seed4,ideal,0.01,6.02734375,6.521484375,0.494140625,1
L3-C3,er_n12_p0.2_seed4,ideal,0.05,6.02734375,6.521484375,0.494140625,1
L3-C1,er_n12_p0.2_seed4,depol-low,0.0,6.0888671875,6.490234375,0.4013671875,1
L3-C2,er_n12_p0.2_seed4,depol-low,0.01,6.0888671875,6.490234375,0.4013671875,1
L3-C3,er_n12_p0.2_seed4,depol-low,0.05,6.0888671875,6.490234375,0.4013671875,1
L3-C1,er_n12_p0.2_seed4,depol-medium,0.0,6.15625,6.5205078125,0.3642578125,1
L3-C2,er_n12_p0.2_seed4,depol-medium,0.01,6.15625,6.5205078125,0.3642578125,1
L3-C3,er_n12_p0.2_seed4,depol-medium,0.05,6.15625,6.5205078125,0.3642578125,1
L3-C1,er_n12_p0.2_seed4,depol-high,0.0,6.28515625,6.7197265625,0.4345703125,1
L3-C2,er_n12_p0.2_seed4,depol-high,0.01,6.28515625,6.7197265625,0.4345703125,1
L3-C3,er_n12_p0.2_seed4,depol-high,0.05,6.28515625,6.7197265625,0.4345703125,1
L3-C1,er_n12_p0.2_seed4,readout-heavy,0.0,6.333984375,6.6240234375,0.2900390625,1
L3-C2,er_n12_p0.2_seed4,readout-heavy,0.01,6.333984375,6.6240234375,0.2900390625,1
L3-C3,er_n12_p0.2_seed4,readout-heavy,0.05,6.333984375,6.6240234375,0.2900390625,1
L3-C1,er_n12_p0.2_seed4,two-qubit-heavy,0.0,6.1669921875,6.6416015625,0.474609375,1
L3-C2,er_n12_p0.2_seed4,two-qubit-heavy,0.01,6.1669921875,6.6416015625,0.474609375,1
L3-C3,er_n12_p0.2_seed4,two-qubit-heavy,0.05,6.1669921875,6.6416015625,0.474609375,1
L3-C1,er_n12_p0.3_seed0,ideal,0.0,5.3525390625,5.5615234375,0.208984375,1
L3-C2,er_n12_p0.3_seed0,ideal,0.01,5.3525390625,5.5615234375,0.208984375,1
L3-C3,er_n12_p0.3_seed0,ideal,0.05,5.3525390625,5.5615234375,0.208984375,1
L3-C1,er_n12_p0.3_seed0,depol-low,0.0,5.365234375,5.62109375,0.255859375,1
L3-C2,er_n12_p0.3_seed0,depol-low,0.01,5.365234375,5.62109375,0.255859375,1
L3-C3,er_n12_p0.3_seed0,depol-low,0.05,5.365234375,5.62109375,0.255859375,1
L3-C1,er_n12_p0.3_seed0,depol-medium,0.0,5.3984375,5.6162109375,0.2177734375,1
L3-C2,er_n12_p0.3_seed0,depol-medium,0.01,5.3984375,5.6162109375,0.2177734375,1
L3-C3,er_n12_p0.3_seed0,depol-medium,0.05,5.3984375,5.6162109375,0.2177734375,1
L3-C1,er_n12_p0.3_seed0,depol-high,0.0,5.5390625,5.765625,0.2265625,1
L3-C2,er_n12_p0.3_seed0,depol-high,0.01,5.5390625,5.765625,0.2265625,1
L3-C3,er_n12_p0.3_seed0,depol-high,0.05,5.5390625,5.765625,0.2265625,1
L3-C1,er_n12_p0.3_seed0,readout-heavy,0.0,5.5673828125,5.7373046875,0.169921875,1
L3-C2,er_n12_p0.3_seed0,readout-heavy,0.01,5.5673828125,5.7373046875,0.169921875,1
L3-C3,er_n12_p0.3_seed0,readout-heavy,0.05,5.5673828125,5.7373046875,0.169921875,1
L3-C1,er_n12_p0.3_seed0,two-qubit-heavy,0.0,5.4951171875,5.7421875,0.2470703125,1
L3-C2,er_n12_p0.3_seed0,two-qubit-heavy,0.01,5.4951171875,5.7421875,0.2470703125,1
L3-C3,er_n12_p0.3_seed0,two-qubit-heavy,0.05,5.4951171875,5.7421875,0.2470703125,1
L3-C1,er_n12_p0.3_seed1,ideal,0.0,9.9658203125,10.283203125,0.3173828125,1
L3-C2,er_n12_p0.3_seed1,ideal,0.01,9.9658203125,10.283203125,0.3173828125,1
L3-C3,er_n12_p0.3_seed1,ideal,0.05,9.9658203125,10.283203125,0.3173828125,1
L3-C1,er_n12_p0.3_seed1,depol-low,0.0,10.060546875,10.3720703125,0.3115234375,1
L3-C2,er_n12_p0.3_seed1,depol-low,0.01,10.060546875,10.3720703125,0.3115234375,1
L3-C3,er_n12_p0.3_seed1,depol-low,0.05,10.060546875,10.3720703125,0.3115234375,1
L3-C1,er_n12_p0.3_seed1,depol-medium,0.0,10.041015625,10.333984375,0.29296875,1
L3-C2,er_n12_p0.3_seed1,depol-medium,0.01,10.041015625,10.333984375,0.29296875,1
L3-C3,er_n12_p0.3_seed1,depol-medium,0.05,10.041015625,10.333984375,0.29296875,1
L3-C1,er_n12_p0.3_seed1,depol-high,0.0,10.1298828125,10.4111328125,0.28125,1
L3-C2,er_n12_p0.3_seed1,depol-high,0.01,10.1298828125,10.4111328125,0.28125,1
L3-C3,er_n12_p0.3_seed1,depol-high,0.05,10.1298828125,10.4111328125,0.28125,1
L3-C1,er_n12_p0.3_seed1,readout-heavy,0.0,10.1064453125,10.4453125,0.3388671875,1
L3-C2,er_n12_p0.3_seed1,readout-heavy,0.01,10.1064453125,10.4453125,0.3388671875,1
L3-C3,er_n12_p0.3_seed1,readout-heavy,0.05,10.1064453125,10.4453125,0.3388671875,1
L3-C1,er_n12_p0.3_seed1,two-qubit-heavy,0.0,10.12890625,10.3876953125,0.2587890625,1
L3-C2,er_n12_p0.3_seed1,two-qubit-heavy,0.01,10.12890625,10.3876953125,0.2587890625,1
L3-C3,er_n12_p0.3_seed1,two-qubit-heavy,0.05,10.12890625,10.3876953125,0.2587890625,1
L3-C1,er_n12_p0.3_seed2,ideal,0.0,5.490234375,5.2373046875,-0.2529296875,0
L3-C2,er_n12_p0.3_seed2,ideal,0.01,5.490234375,5.2373046875,-0.2529296875,0
L3-C3,er_n12_p0.3_seed2,ideal,0.05,5.490234375,5.2373046875,-0.2529296875,0
L3-C1,er_n12_p0.3_seed2,depol-low,0.0,5.6025390625,5.322265625,-0.2802734375,0
